combo,system,policy,length,num_samples,seed,gui_nmse_q_mean_old,gui_nmse_p_mean_old,gui_hamres_mean_old,all3_win_count_old,win_nmse_q_count_old,win_nmse_p_count_old,win_hamres_count_old,gui_nmse_q_mean_new,gui_nmse_p_mean_new,gui_hamres_mean_new,all3_win_count_new,win_nmse_q_count_new,win_nmse_p_count_new,win_hamres_count_new,d_gui_nmse_q_mean,d_gui_nmse_p_mean,d_gui_hamres_mean,all3_win_rate_old,all3_win_rate_new,d_all3_win_rate,better_q,better_p,better_h,better_all3
3dof_sinusoidal_L550_N100_seed10,3dof,sinusoidal,550,100,10,2.254583107805056,0.173713268998445,0.0078602630607201,68,70,81,100,2.254356117205761,0.1737792416853737,0.0078476772419526,68,70,81,100,-0.00022699059929509602,6.597268692870584e-05,-1.25858187675007e-05,0.68,0.68,0.0,True,False,True,False
3dof_sinusoidal_L600_N100_seed10,3dof,sinusoidal,600,100,10,2.373359686668832,0.1868551185401807,0.0110215822327882,73,75,83,100,2.380516205612176,0.1868868614849951,0.0110205239182687,73,75,83,100,0.007156518943344015,3.174294481439466e-05,-1.0583145195006832e-06,0.73,0.73,0.0,False,False,True,False
3dof_sinusoidal_L650_N100_seed10,3dof,sinusoidal,650,100,10,2.8069345134342685,0.3365524911322315,0.0075275197386508,69,73,79,98,2.798857043793535,0.3365534713331167,0.0075455942048574,69,73,79,98,-0.008077469640733526,9.802008851811372e-07,1.8074466206600102e-05,0.69,0.69,0.0,True,False,False,False
3dof_sinusoidal_L700_N100_seed10,3dof,sinusoidal,700,100,10,2.0005396389331334,0.3245740593337866,0.0084707838782924,60,64,80,100,2.000877299002001,0.3243368373786548,0.0084657457892899,60,64,80,100,0.0003376600688675957,-0.00023722195513176114,-5.038089002500426e-06,0.6,0.6,0.0,False,True,True,False
3dof_sinusoidal_L750_N100_seed10,3dof,sinusoidal,750,100,10,1.753416981686553,1.3620143903224529,0.0123834589537,64,67,71,100,1.7515490949602972,1.3677927504423486,0.0122853660053806,64,67,71,100,-0.0018678867262558185,0.005778360119895742,-9.809294831939971e-05,0.64,0.64,0.0,True,False,True,False
3dof_sinusoidal_L800_N100_seed10,3dof,sinusoidal,800,100,10,2.291762133280413,0.4006675118341066,0.0145503037484013,63,67,75,98,2.291097866961865,0.400310874366634,0.0144811503551318,63,67,75,98,-0.0006642663185476572,-0.00035663746747260916,-6.915339326949918e-05,0.63,0.63,0.0,True,True,True,False
3dof_sinusoidal_L850_N100_seed10,3dof,sinusoidal,850,100,10,2.166234644687876,0.4996281410491531,0.0200271099322708,58,70,69,99,2.1663924064898503,0.4995867273196067,0.0199441896419739,58,70,69,99,0.00015776180197413225,-4.1413729546413425e-05,-8.292029029690132e-05,0.58,0.58,0.0,False,True,True,False
3dof_sinusoidal_L900_N100_seed10,3dof,sinusoidal,900,100,10,1.890983666078483,0.2348904130382759,0.0186230735480785,63,68,76,100,1.8906279488787037,0.234886371301227,0.0186220345669426,63,68,76,100,-0.00035571719977922633,-4.041737048904315e-06,-1.0389811359000356e-06,0.63,0.63,0.0,True,True,True,False
3dof_sinusoidal_L950_N100_seed10,3dof,sinusoidal,950,100,10,1.876773250292748,0.3918629543581455,0.0246697545959614,58,68,70,99,1.8766404564354924,0.391808523670197,0.0246273473475594,58,68,70,99,-0.00013279385725573079,-5.443068794852568e-05,-4.240724840200161e-05,0.58,0.58,0.0,True,True,True,False
3dof_sinusoidal_L1000_N100_seed10,3dof,sinusoidal,1000,100,10,2.214142921596242,0.5683569309205829,0.0251021396543364,60,69,72,98,2.2141962750479447,0.5683085162972218,0.0251227053068578,59,69,72,97,5.335345170287553e-05,-4.841462336113711e-05,2.056565252140166e-05,0.6,0.59,-0.010000000000000009,False,True,False,False
