num_combos,frac_better_q,frac_better_p,frac_better_h,frac_better_all3,mean_d_gui_nmse_q,mean_d_gui_nmse_p,mean_d_gui_hamres,mean_d_all3_win_rate
96,0.6041666666666666,0.5833333333333334,0.4791666666666667,0.010416666666666666,-0.09980093031201981,-0.0006706589929268742,-1.7655318818696913e-07,-0.0002083333333333335
