guidance_lr,guidance_steps,guidance_after_steps,hamres_mean,hamres_median,hamres_std,nmse_mean,nmse_std,num_samples
0.001,50,45,0.0769496900285822,0.06713032153847501,0.04548978893317262,0.10329763306720796,0.3394883683786551,15
0.001,50,35,0.07573649934336187,0.06765209137446875,0.04334302931682897,0.10950424262341436,0.3637458359902743,15
0.001,50,40,0.07634796232446835,0.06766717364229143,0.044348735487318845,0.10932862344237239,0.36287162089170993,15
0.001,25,35,0.11400199116871067,0.09962409158061246,0.047943086387954276,0.09811115290162746,0.32149529637412705,15
0.001,25,40,0.11445648135685098,0.1006960833017609,0.04864697363247359,0.09561064957444516,0.31232676882966537,15
0.001,25,45,0.11417185462321457,0.10079534504194099,0.049413419772525745,0.08638128629729801,0.2774139064945919,15
0.005,50,45,0.17486765711046667,0.1598870755854571,0.04685935070552958,0.0930923742106586,0.3058976689751619,15
0.005,50,35,0.17153399209572234,0.16152678906817733,0.04466556785378273,0.08888169381421082,0.2915532276806896,15
0.005,50,40,0.17241108761863672,0.16152911530926428,0.04486981092225929,0.09465174489210382,0.31268716735420793,15
