guidance_lr,guidance_steps,guidance_after_steps,hamres_mean,hamres_median,hamres_std,nmse_mean,nmse_std,num_samples
0.001,50,40,0.07106260054141272,0.06557474688005871,0.03712217440143435,0.04077805734932036,0.20480154448947469,50
0.001,50,35,0.07062527500471402,0.06563993762707523,0.036527684397156694,0.04053704124437254,0.20525680256385492,50
0.001,50,45,0.07161471077220025,0.06601846196312104,0.03775314561288394,0.03965959447849182,0.19181701252037475,50
