trajectory_length,hnn_nmse_q_mean,hnn_nmse_q_std,hnn_nmse_p_mean,hnn_nmse_p_std
50,0.0018535603060202501,0.008446532934952627,0.004519741442731578,0.009031566549257904
100,0.007334753140333789,0.033051560247139476,0.016724232493409152,0.034710710459763594
150,0.01648561072531589,0.07488128647819026,0.02932130707170604,0.049271209012212804
200,0.029391315707575534,0.1364948278857332,0.04335729327368336,0.07076469295276862
250,0.04599649796242014,0.21867644048824147,0.05736924028935138,0.09460905998127582
300,0.06581286842838334,0.31825297867290053,0.07115694265234285,0.12118451080835295
350,0.08811472670334007,0.43053594670317175,0.08520664449845626,0.15271217433252346
400,0.11213683859344636,0.5508529701948767,0.09974129392924688,0.1894894581761257
450,0.1365893278112818,0.6705030646928367,0.11491183439827733,0.2298922915338546
500,0.15955677841406898,0.7769741746182246,0.13101936650731585,0.2722416521359263
550,0.17937077961622813,0.8596937206708805,0.14865534708392772,0.3163942397364357
600,0.19594976170042336,0.9166902752644683,0.16843012419377254,0.36139933732522345
650,0.2103094745759132,0.9514127522451916,0.19118079989540226,0.4074721674432596
700,0.2241445839169311,0.9694973754100715,0.2173651803003157,0.4540385583747867
750,0.2382095835067186,0.9786502572597036,0.2467719004854607,0.49687003077390557
800,0.25259760361632183,0.9844147979815273,0.27931836192367676,0.5325377554465798
850,0.2678822242142915,0.9894969229547544,0.314783097481425,0.5620810610834266
900,0.28498864843626587,0.9983923668932153,0.35294970379777957,0.5871175263652975
950,0.30470815085271863,1.0140060370502846,0.39391577032980146,0.6108379797473902
1000,0.3282050937824073,1.0386132684160874,0.4391948933864161,0.6465433019052462
1050,0.35822770289810607,1.0750972023584504,0.48760906164125317,0.684342035931592
1100,0.3936188609083513,1.12160469861228,0.5352412067470973,0.7129312055498579
1150,0.4320706580725808,1.173816948341589,0.57980911403519,0.7198713244450251
1200,0.4723275022786494,1.2289964972150527,0.6187190264695172,0.6993089950249745
1250,0.5137866159224049,1.2851023056669946,0.6596738641720205,0.7054012360238291
1300,0.5561782881261913,1.340538431273575,0.7081171864130682,0.7425131263426442
1350,0.5995235464203149,1.3945618502280632,0.7606481429975495,0.7888052861961671
1400,0.6460223391879509,1.447177592752303,0.815726196822625,0.8383428724246381
1450,0.6935823367703526,1.5000459295742614,0.8723247715232031,0.8889311164514225
1500,0.741276899167032,1.5536238591169407,0.9291336857411657,0.939754958741493
