trajectory_length,unguided_nmse_q_mean,unguided_nmse_q_std,unguided_nmse_p_mean,unguided_nmse_p_std,guided_nmse_q_mean,guided_nmse_q_std,guided_nmse_p_mean,guided_nmse_p_std,unguided_hamres_mean,unguided_hamres_std,guided_hamres_mean,guided_hamres_std
50,0.5846200101090084,0.751594873644137,23328.985565651918,107477.2012400999,0.1446683149550467,0.29146908601254146,16924.461265468042,90513.82289906689,4526.738802242279,20179.965098495693,1186.4139988565446,3142.5645780979166
100,0.18175097160586617,0.791865688968854,45256.95607294323,212669.28719830833,0.01715736178714975,0.025079386342359147,5743.251189376536,39889.66847414394,803.6071514558793,1371.5412722795024,217.86768340975047,464.7223565396949
150,2.7153488703330675,26.499344898088715,112435.09940663466,899625.950111672,0.015440997435064297,0.048608789612514684,9243.188772811809,81839.8123221892,9929.65444331169,92026.72585337832,969.1060811018943,7393.528726699485
200,0.0382121596794778,0.10845503218740932,97101.3963535388,883448.038665997,1.4999595766599543,14.38716120777289,14535.226632141377,107901.65370726565,688.1415718078613,1300.433156402169,13919.186300698817,133042.38034138814
250,0.019626346933200024,0.03623443789184772,3545.2674978511864,18620.942023674717,0.007108554487398203,0.011478743424454593,1310.6163014127324,7490.399424789902,621.0654349446297,785.3304440409464,103.5237879666686,237.21029191751398
300,0.03158348832779529,0.16711346677270394,23989.92965942822,219316.44899260235,0.0041172378045420295,0.0075085377028117324,106780.5553310441,680105.196213911,8582.818821959496,78951.60848158546,80.26224636256694,187.737634458956
350,0.02144731375999885,0.07548302435330614,30858.051032853076,183182.56556381984,0.01853793819763992,0.10929062450921172,959.4911719580285,3750.4737560735393,656.5775502181053,831.7159424261824,3127.3063528144357,23226.216962973547
400,0.0204068918258614,0.08653362891740873,33188.83658432762,219190.04782426613,0.01687102947752608,0.10326856316225623,75602.15733885621,658896.614456443,581.0067944693566,838.6012733726485,123.27615400731564,336.2804439558881
450,0.014896904755631794,0.06289482578721696,636.4012094554984,2545.848622831316,0.20438423852702733,1.9273810393461446,9137.951492200404,69777.14659964238,4890.443498358726,42101.188242585915,6170.715477527082,60756.28737740814
500,0.10945217343072336,0.8658183324246587,8011.094162268951,50195.371673385096,0.006171260883327625,0.0123014901836483,24259.35146600332,228525.24557806202,53722.91922557354,443764.7261793704,1154.5496609216927,10802.277460009405
550,1.901061604145612,18.771777700331498,3001421.649429443,28402014.36419363,0.004604868381948466,0.011634187624789348,3209.5005811656174,24073.83962671326,12480.787186260224,77383.31688302163,79.01457860767842,279.652668312185
600,0.03528891620336917,0.21507183764133314,3144.5351978756594,15462.549699791187,0.0037422430921123227,0.007013513716062755,2630.371653815212,17901.25921363021,4239.462238149643,34392.37896386308,365.18334497570993,3047.6055168734683
650,0.00821067480437903,0.013439898446351746,26515.94396947657,248455.49872605826,0.007223867584085538,0.016168005470593987,45681.77337448066,451716.4611272829,583.6894996094703,804.5516768780317,54.9646861666441,144.40079294409318
700,0.03644908935220299,0.20788521000170468,4355.716923120772,37206.95692468647,0.007102325393761174,0.015160415213249555,534.6654372140649,2304.328575193836,15973.353200678825,152988.83605027953,123.18063575267792,626.3063100798886
750,0.010300331216288316,0.02228180776536056,103816.65968028095,1016149.2021941701,0.005124621606382239,0.011205668614109683,12941.055123162489,77166.23441388768,574.7971783924103,788.9999744619346,47.422611617445945,119.53679497348449
800,0.2677610099339497,2.5750499162678673,995.3538727508629,4623.790574549049,0.013997432670295547,0.06800007552327111,429.68239455085956,2266.928197866515,5749.118307437897,50342.50227035685,67.16967667579651,231.49011500939093
850,0.06344074909765893,0.3761076830173996,22799.024946995174,153814.58087978486,0.11207486477693676,0.8407954802037132,4281.877774290653,33288.46773698682,44548.09659843922,423663.06712688215,171480.42631107746,1100681.900479809
900,0.044473781769776934,0.31240371631863234,1261026.116022519,12030910.56717821,0.028840876892819875,0.1779835577384356,6753.438607792072,62113.776901213,8537.932171735763,77128.13458313629,30635.93327093661,303186.3153879388
950,0.01875213264123072,0.07134278082140687,3483.669241671936,28120.78656074297,0.007709499462451944,0.01639715785055252,11540.113885383595,103971.72488623457,818.7184275531769,1037.3470908777754,50.774309895038606,153.68415995872192
1000,0.042469658077,0.2266989989375249,314467.9726508487,3088650.548487413,0.01547528688847462,0.07112542503815208,1836.3959661988438,9892.784494980577,2669.6543216991427,12905.91107884964,83.8091277039051,235.17193241613217
