refinement_start_step,guidance_steps,num_passes,nmse_q_mean,nmse_q_std,nmse_p_mean,nmse_p_std,hamres_median,hamres_mean,hamres_p25,hamres_p75
35,50,5,0.03511759252804687,0.10074815736336924,0.007328518212161156,0.011140529011494028,,,,
35,75,1,0.02200162795760095,0.06107080634423106,0.007283244072811842,0.011430709026148045,,,,
35,75,2,0.03367779737991168,0.13978225097298644,0.008077445807994126,0.012554332035812207,,,,
35,75,3,0.0415195401423202,0.1987310042639419,0.006250456536662627,0.009121182675250934,,,,
35,75,4,0.019307832157289404,0.04304548011954308,0.00763472516682032,0.014817011393632533,,,,
35,75,5,0.03521637255562709,0.09939237644939412,0.007297611753898874,0.011187924670824223,,,,
40,10,1,0.018962884408942136,0.04028669802918569,0.00897318153433868,0.013415359104349694,,,,
40,10,2,0.025460710965894074,0.06606838227856818,0.009248637484442478,0.01383216793655547,,,,
40,10,3,0.08257174664457752,0.4623182635850387,0.008667898448976816,0.011719353060899924,,,,
40,10,4,0.02021944219584832,0.039553388520142944,0.008275492314265758,0.012175019440692325,,,,
40,10,5,0.034624233801572646,0.07868961342584212,0.009171476768211046,0.012224212995148382,,,,
40,25,1,0.024128769130347772,0.06853845634381563,0.007728642773387628,0.011846821374480117,,,,
40,25,2,0.03806717382130678,0.16815727743625605,0.007689435996911797,0.011349284041364597,,,,
40,25,3,0.0311005087694935,0.11591593770370523,0.005837001346209807,0.00851908328130785,,,,
40,25,4,0.01921193570738157,0.032272484293509374,0.0075440697739380695,0.011763755334178203,,,,
40,25,5,0.042075918971364985,0.14366242609172178,0.00718595272250306,0.011829615907754875,,,,
40,50,1,0.020723359152634263,0.05501094093726265,0.007449347770443156,0.011597672915893009,,,,
40,50,2,0.036315295550578,0.15542570314619053,0.008058063422790356,0.012335214006075429,,,,
40,50,3,0.04788342176042901,0.244579439703305,0.006164099623897456,0.00914930504049744,,,,
40,50,4,0.016884763745514536,0.03246205265081181,0.00752420150821559,0.013718971990532864,,,,
40,50,5,0.033940517594493506,0.10158055576756998,0.007390340350732677,0.011145392867795248,,,,
40,75,1,0.022240189575599433,0.06334866527523149,0.007350992142655522,0.011473628523352177,,,,
40,75,2,0.04230582298512762,0.20471129885424755,0.007790089944173172,0.011719172527865569,,,,
40,75,3,0.042964678993040836,0.21358590155399743,0.006309704652017642,0.009248668624679532,,,,
40,75,4,0.016470868814020347,0.03275663311727883,0.0071962833108731505,0.013425564027250564,,,,
40,75,5,0.034634683835653185,0.10956649993991958,0.0072939614155471556,0.011204737092065967,,,,
45,10,1,0.018262767303300016,0.03567100756455577,0.008237613618004697,0.012951902874695395,,,,
45,10,2,0.03395044146387978,0.11281974916783866,0.010493768333884022,0.014874207600089897,,,,
45,10,3,0.0592676978723255,0.28782165746589256,0.009423864549312946,0.013264058332424705,,,,
45,10,4,0.021907679537054678,0.04418344097704356,0.009316766561909759,0.012791908378725056,,,,
45,10,5,0.025862025223877972,0.04987337481709449,0.008422311079273303,0.011760353550344188,,,,
45,25,1,0.023087729544988105,0.06532056035233148,0.007880665989821272,0.011730211529964073,,,,
45,25,2,0.04688158332173442,0.2309465491881559,0.0076236523908587515,0.011061279045008676,,,,
45,25,3,0.048629408928069794,0.24858087027815873,0.006235912558750758,0.00815887231736201,,,,
45,25,4,0.01670374525569583,0.027450523852085625,0.007005914333675598,0.010875161512784825,,,,
45,25,5,0.026809637299715795,0.06595449511282223,0.006997050456599357,0.011091432228244932,,,,
45,50,1,0.021701690368882774,0.06140476901068904,0.00742956372832052,0.011737141599617057,,,,
45,50,2,0.0474468058317308,0.23329994772050025,0.008172296928202172,0.01198177537842415,,,,
45,50,3,0.047875783545101226,0.24366117453464387,0.00629741441110246,0.009422618640505342,,,,
45,50,4,0.015703320589618076,0.026546017603299436,0.0073920526581402355,0.012354743335854181,,,,
45,50,5,0.02824795221904724,0.07437584938002947,0.007585680807397137,0.011395637513530028,,,,
45,75,1,0.02298875331504854,0.06704152113116249,0.007436280263971179,0.011664420195026053,,,,
45,75,2,0.04393406304921469,0.2156509450311157,0.007626618356318274,0.011013668414612036,,,,
45,75,3,0.04766938658311281,0.24651287367419047,0.006334430382125179,0.009655702428553892,,,,
45,75,4,0.01588504519260574,0.028164942799431922,0.007472188257887148,0.01277058894467051,,,,
45,75,5,0.028052536445044674,0.075437253658158,0.00745467133361393,0.011362179724995473,,,,
