method,length,sample_idx,rmse_p,range_p,nrmse_p
unguided_dpf,500,0,0.011523280422343811,2.1218944930792287,0.00869126945262185
guided_dpf,500,0,0.046807247337675495,2.0889557772153986,0.039776218863093606
unguided_dpf,500,1,0.05169594176611017,2.1901514138346942,0.03517990832351364
guided_dpf,500,1,0.026385184776717113,2.3031023661729173,0.015154654068691426
unguided_dpf,500,2,0.10392606568107782,1.7519124143368447,0.2985497884438401
guided_dpf,500,2,0.00818108509853263,1.65562422160299,0.028362957504173936
unguided_dpf,500,3,0.03434438008672685,2.1069189091142775,0.02841028300419253
guided_dpf,500,3,0.02656282897933594,2.1094035867340053,0.023903575031114038
unguided_dpf,500,4,0.12144831501438542,2.380825582026548,0.04628560382939476
guided_dpf,500,4,0.08930413813313103,2.3452375707784565,0.03340917659101176
unguided_dpf,500,5,0.06119936727368014,2.4594251028337393,0.028100533729726786
guided_dpf,500,5,0.014446286881485125,2.4318805964227597,0.006863031606317931
unguided_dpf,500,6,0.07923132732913296,1.4745236485935076,0.8184023316205775
guided_dpf,500,6,0.022101717252650754,1.5991130834625151,0.04483962645293813
unguided_dpf,500,7,0.8355088553758928,2.516254209395887,0.27470022834800667
guided_dpf,500,7,0.08064706682467811,1.835560264980545,0.08091335755941055
unguided_dpf,500,8,0.05627315626119463,1.948049838717344,0.026295624037440225
guided_dpf,500,8,0.01808685348271148,1.909182966369645,0.008379359427805622
unguided_dpf,500,9,0.010975565807440366,2.143497347677333,0.011960616285894385
guided_dpf,500,9,0.006799212227319079,2.169294218143834,0.006315192912448124
unguided_dpf,500,10,0.04479198707188633,2.955249634869498,0.016385888542544896
guided_dpf,500,10,0.012774309273315633,2.844515529804346,0.0044962572998914355
unguided_dpf,500,11,0.04195558065688703,2.584948992731713,0.014694782087203465
guided_dpf,500,11,0.023045402667111473,2.5754907375213865,0.008494342142257963
unguided_dpf,500,12,0.052893248854750836,2.198721603285031,0.05492518346674938
guided_dpf,500,12,0.04304238420422338,2.20826912808975,0.046003599250682176
unguided_dpf,500,13,0.11132443446532059,1.8660059836245473,0.06255361076185637
guided_dpf,500,13,0.17465436235372986,1.9506909234238865,0.0854480484757202
unguided_dpf,500,14,0.1436813270490179,1.8157186515462385,0.3253415468036483
guided_dpf,500,14,0.07200901572885358,1.841627107020827,0.08927878245084202
unguided_dpf,500,15,0.06298990642688294,2.369858408922441,0.03440080569057255
guided_dpf,500,15,0.042403197302541606,2.331862831040188,0.025020731865859677
unguided_dpf,500,16,0.06133269983554346,2.0498269141558674,0.041668434377377404
guided_dpf,500,16,0.06134764990727818,2.0609738599761784,0.04076952567824319
unguided_dpf,500,17,0.011486435274154258,2.948709446029756,0.003935293074202813
guided_dpf,500,17,0.0204037885779601,2.9093464052464846,0.007344614000360089
unguided_dpf,500,18,0.10511618246600989,1.9005943200697661,0.17406377174778317
guided_dpf,500,18,0.021456892368558144,1.9313586819451383,0.036512127515567434
unguided_dpf,500,19,0.04101107108743802,2.069977384447095,0.06811321913137346
guided_dpf,500,19,0.03387015237049058,2.0586652043996416,0.05768313508726286
unguided_dpf,550,0,0.011029237453907992,2.378206527725814,0.006842906393372743
guided_dpf,550,0,0.053238775565766276,2.3416624853560486,0.03597971924045093
unguided_dpf,550,1,0.22762111565761986,2.4569853600630838,0.07640405075022665
guided_dpf,550,1,0.11058131413659594,2.376621280475166,0.03902587056239277
unguided_dpf,550,2,0.05194562844271126,2.897930432651689,0.020454373392023325
guided_dpf,550,2,0.06866460917336165,2.9736240154702642,0.02753260676439141
unguided_dpf,550,3,0.011437613073266127,2.5304165028355654,0.006695216943590307
guided_dpf,550,3,0.036502608036272186,2.594495155636593,0.02192845486479661
unguided_dpf,550,4,0.03247770317903983,2.1374057416958694,0.015768315953485785
guided_dpf,550,4,0.012374904998095501,2.1907243967375845,0.006067690198462053
unguided_dpf,550,5,0.05008607401676005,2.154522693662823,0.1002023370642821
guided_dpf,550,5,0.024207553548998274,2.157121889326501,0.11243803302931106
unguided_dpf,550,6,0.04205153626839849,2.139588063576125,0.04995750212638731
guided_dpf,550,6,0.04673251688822888,2.136309944206585,0.05316870684993293
unguided_dpf,550,7,0.0700682102283942,2.173506622389271,0.07301714859805591
guided_dpf,550,7,0.029367284119539223,2.1100246850246336,0.04037035662288288
unguided_dpf,550,8,0.025379819122169887,2.661057838435515,0.01084803330784396
guided_dpf,550,8,0.01516474825999311,2.675641834029758,0.006445623214420927
unguided_dpf,550,9,0.04840851600332811,2.533677805435627,0.025666005828754668
guided_dpf,550,9,0.01422999856834263,2.616949700165645,0.0062114992280204616
unguided_dpf,550,10,0.05073361636504011,2.4416415641271905,0.07975981258965383
guided_dpf,550,10,0.08060001959490867,2.4108156129967946,0.16718891744922823
unguided_dpf,550,11,0.08913923554286189,2.979088437091255,0.03206040625586549
guided_dpf,550,11,0.14884259374178901,2.9402269467976474,0.05730570551601113
unguided_dpf,550,12,0.09071309365029985,1.9194532247425584,0.1252455215133583
guided_dpf,550,12,0.10533179958225179,1.817697321291213,0.2230738266748614
unguided_dpf,550,13,0.035782462374390436,2.249385643369534,0.15206984191009768
guided_dpf,550,13,0.03247848012982935,2.240759946986255,0.10546876902211379
unguided_dpf,550,14,0.3585409246559404,2.218712386957325,0.22096457847936787
guided_dpf,550,14,0.09446122138534609,1.8959906622279277,0.6282735920866428
unguided_dpf,550,15,0.07414902948629924,1.429293762327112,0.0879638594558285
guided_dpf,550,15,0.0470112297006068,1.3390558497770204,0.157790652591699
unguided_dpf,550,16,0.014492374968636495,2.084281226246675,0.01222286999857901
guided_dpf,550,16,0.039690439872141894,1.9878583229238975,0.050941397783920074
unguided_dpf,550,17,0.048722300405079653,2.2791110300755175,0.1279712773926099
guided_dpf,550,17,0.024605403546230156,2.2308496358680556,0.12417740814338647
unguided_dpf,550,18,0.05081916051655997,2.4583853723237525,0.04127921455047411
guided_dpf,550,18,0.17302202456877033,2.293467165567887,0.21376904176687614
unguided_dpf,550,19,0.039190641041399646,2.7424317068680586,0.015538919198484978
guided_dpf,550,19,0.03864083592886473,2.7393763894318854,0.014978496955073922
unguided_dpf,600,0,0.03277608590596182,2.519316642009082,0.015004501098976131
guided_dpf,600,0,0.0971199064315244,2.4814959003226944,0.051140121139009294
unguided_dpf,600,1,0.06490612063800379,2.470607647194782,0.023122650104757937
guided_dpf,600,1,0.12300867631599166,2.5198725888812357,0.04126082898417849
unguided_dpf,600,2,0.09485417573086169,2.85212406334729,0.029947337555493975
guided_dpf,600,2,0.0834059197572156,2.8544316651961608,0.02648757166027992
unguided_dpf,600,3,0.20322177540248018,3.4243388478679933,0.05323864573371543
guided_dpf,600,3,0.19702307791040877,3.4222693949503054,0.05149196621673272
unguided_dpf,600,4,0.016313140340290883,2.826161862321919,0.006701713518590533
guided_dpf,600,4,0.04717357730018645,2.8817855065692304,0.02032791507527212
unguided_dpf,600,5,0.02458562821544366,1.5774392693898143,0.01927194996889671
guided_dpf,600,5,0.02669813882348766,1.5680520254645203,0.01932951934566243
unguided_dpf,600,6,0.06433655678378446,2.4885751003471372,0.03168307632265204
guided_dpf,600,6,0.024284879697663533,2.3844887908340415,0.01292842747941871
unguided_dpf,600,7,0.056708962178829335,2.7775232154984884,0.02095429953484162
guided_dpf,600,7,0.032453402365916116,2.757981213994888,0.012282952272563555
unguided_dpf,600,8,0.04787370736897547,1.8768346496317674,0.035623733548110735
guided_dpf,600,8,0.04877029772692934,1.9305313559866322,0.02723776595252247
unguided_dpf,600,9,0.020646027735775754,2.409740339256322,0.02130133761292043
guided_dpf,600,9,0.02223739964178409,2.44482952709989,0.018373618877549205
unguided_dpf,600,10,0.023694400021410864,2.4569728934510446,0.044363048203991784
guided_dpf,600,10,0.03594263089847586,2.4426538698629225,0.1365988238278618
unguided_dpf,600,11,0.3582452354752912,3.259327097612261,0.10336399623975485
guided_dpf,600,11,0.22881994704136624,3.182852713824117,0.07336897691227746
unguided_dpf,600,12,0.0918651998326901,2.517923980806867,0.25666508814986827
guided_dpf,600,12,0.01927756009237627,2.723144097233664,0.017391587038601726
unguided_dpf,600,13,0.04909509074486093,2.345904280947237,0.18200989045317428
guided_dpf,600,13,0.07920803763832476,2.3981457832436224,0.17635340493014426
unguided_dpf,600,14,0.022355872666601117,3.2487744118995323,0.007305651089468422
guided_dpf,600,14,0.008086512548779103,3.20744056570665,0.0026639812804062526
unguided_dpf,600,15,0.18478845363951002,2.767490895636764,0.09470142197055409
guided_dpf,600,15,0.0595551225051581,2.575262805518728,0.04850226901810839
unguided_dpf,600,16,0.10166187137188988,2.1680507017775272,0.06564996382799483
guided_dpf,600,16,0.020961679197034674,2.104534361922264,0.019255380541956673
unguided_dpf,600,17,1.3035011670393426,2.6408997315788483,0.8026318131082725
guided_dpf,600,17,0.1278989135733529,2.580004730751399,0.04546823920879801
unguided_dpf,600,18,0.025576467930712072,3.34185420154022,0.00722441830775173
guided_dpf,600,18,0.027552205582262623,3.272229134977285,0.007912043878492403
unguided_dpf,600,19,0.11794120376724694,2.4275329269884818,0.052066350283106966
guided_dpf,600,19,0.05809689429457687,2.4211625231770997,0.024888077183987885
unguided_dpf,650,0,0.04357607863770347,2.900159884544026,0.02167427294165238
guided_dpf,650,0,0.09180934986451499,2.862633758729993,0.050492657212257715
unguided_dpf,650,1,0.142231729653667,2.4835631717430933,0.04712858105111206
guided_dpf,650,1,0.1124251881182623,2.464602174552212,0.03697854120548887
unguided_dpf,650,2,0.11524930592778194,3.0135311535505456,0.09645747741540911
guided_dpf,650,2,0.04842719955436797,2.889518512755411,0.06753191738446318
unguided_dpf,650,3,0.38065849379103317,3.295389661711699,0.12191673619870073
guided_dpf,650,3,0.30710744019003106,3.292702523973505,0.09096752052598157
unguided_dpf,650,4,0.24975187063479157,2.1377763959658442,0.10143930406866943
guided_dpf,650,4,0.1529743984329359,2.1682753562477592,0.059585678359965734
unguided_dpf,650,5,0.07765253970436847,2.9089517213071336,0.02325801190458124
guided_dpf,650,5,0.07169248172639181,2.9113085694279692,0.022485157470385774
unguided_dpf,650,6,0.15830620533751624,2.465804812783226,0.6002182147852876
guided_dpf,650,6,0.06456344251915203,2.5720949448231227,0.09242855995381845
unguided_dpf,650,7,0.0830711853273695,2.9298408616230645,0.048948970988246125
guided_dpf,650,7,0.04271672337103274,3.117106396182098,0.018423457340052695
unguided_dpf,650,8,0.06153097389760557,2.3745420653514135,0.10278890704090497
guided_dpf,650,8,0.11872995376302305,2.2569623891065427,0.5474337960587522
unguided_dpf,650,9,0.07716046825663424,2.5018389887689447,0.30889485200115663
guided_dpf,650,9,0.02205090227742508,2.6117422837340185,0.035200720203993834
unguided_dpf,650,10,0.1610963424029926,2.601740881915902,0.10291627747348858
guided_dpf,650,10,0.3149294236542967,2.8000518994407053,0.1360959897482435
unguided_dpf,650,11,0.02391652827947119,2.9260388560014476,0.010001259672336005
guided_dpf,650,11,0.045812251116321735,2.9701189314617857,0.021064995844434345
unguided_dpf,650,12,0.0624914206945729,2.970731812615934,0.04265164248033595
guided_dpf,650,12,0.01740958285626674,2.858841703850992,0.01186986479270595
unguided_dpf,650,13,0.08762682439558833,3.2932291095050217,0.03013787524584761
guided_dpf,650,13,0.030107394012767172,3.102337369041378,0.01368512452474701
unguided_dpf,650,14,0.05924991436829322,2.686671867880636,0.023660083637515917
guided_dpf,650,14,0.07668869104323385,2.6755087585188218,0.030690885706913
unguided_dpf,650,15,0.09342734201485892,3.133176065933831,0.03895257935598987
guided_dpf,650,15,0.024475601409702275,2.9590778938070774,0.008418973320115762
unguided_dpf,650,16,0.056704120256626266,2.99405312396483,0.028533124201128524
guided_dpf,650,16,0.024061073479375306,2.9486779209643075,0.013173554128231105
unguided_dpf,650,17,0.060468896227907375,3.3825302914977122,0.01682993199970506
guided_dpf,650,17,0.024475909934198677,3.37960880578755,0.006841176568431181
unguided_dpf,650,18,0.17457140034376092,1.9941977099880095,0.07738982974485571
guided_dpf,650,18,0.030262480900026905,1.9578661411441844,0.017074943798167302
unguided_dpf,650,19,0.017183718865637205,2.514206815891358,0.011398074582042337
guided_dpf,650,19,0.03249015554764397,2.45238326843111,0.03473757066874177
unguided_dpf,700,0,0.017481484917081135,2.8483509130840106,0.012959803985504838
guided_dpf,700,0,0.08666134652043127,2.772093879368858,0.0955846541189142
unguided_dpf,700,1,0.06902864551615236,2.742186823009204,0.022797230383091237
guided_dpf,700,1,0.142293248888397,2.7724522883170635,0.04228589089507075
unguided_dpf,700,2,0.1045215390443975,3.013038091334882,0.1363913482780584
guided_dpf,700,2,0.017511006423352928,3.04583597833153,0.014081434139228105
unguided_dpf,700,3,0.3075544221780184,3.579683934033501,0.07436793623947961
guided_dpf,700,3,0.3023555663274759,3.5827814316603273,0.07350535048719935
unguided_dpf,700,4,0.07885624861995626,2.8387402760928064,0.026969001664905012
guided_dpf,700,4,0.09958691209767541,2.8515445053185347,0.03459484112897971
unguided_dpf,700,5,1.4502501054113812,3.9465035909466373,0.29601402872010346
guided_dpf,700,5,0.14499296133290265,3.246803847513753,0.05016291844819994
unguided_dpf,700,6,0.042534302940076034,3.083683428862981,0.012295171950078463
guided_dpf,700,6,0.09651980344232118,3.0452567005051847,0.028713203022612776
unguided_dpf,700,7,0.017897803328186402,2.4590864554054943,0.012555126419277758
guided_dpf,700,7,0.02902461042336764,2.45781537487621,0.026166658930635956
unguided_dpf,700,8,0.13452373071532708,2.4981448880846813,0.05182600790594727
guided_dpf,700,8,0.040882631992305137,2.5218743066237477,0.018883643925374845
unguided_dpf,700,9,0.19443994845930587,2.6041336216033253,0.4732858767341754
guided_dpf,700,9,0.09709550456570452,2.9884866817012363,0.04994331603621471
unguided_dpf,700,10,0.2868960419374378,3.315534367448533,0.14436194648982306
guided_dpf,700,10,0.2595604100472452,3.2669161001851026,0.13913159122761842
unguided_dpf,700,11,0.5268663266318584,3.464494468357453,0.24845460202601535
guided_dpf,700,11,0.03497289329548347,3.251498176920434,0.01795503760247619
unguided_dpf,700,12,0.13705505851381874,2.199410867673812,0.20901751968881435
guided_dpf,700,12,0.023353150084354807,2.1880681777837925,0.02999854116531825
unguided_dpf,700,13,0.05208294516240295,3.2577610020707795,0.022283713946620123
guided_dpf,700,13,0.08185117291126266,3.3123851248435856,0.033227845836506016
unguided_dpf,700,14,0.23288025381436017,3.662587358558381,0.06930493258007983
guided_dpf,700,14,0.1953040640615498,3.674350825723602,0.05576725500210524
unguided_dpf,700,15,0.12397583511114779,3.5612045776198387,0.03350415800765291
guided_dpf,700,15,0.10491016866645735,3.5456676045203253,0.02858684284407959
unguided_dpf,700,16,0.13572997484455898,2.8968519543991036,0.04212506512230113
guided_dpf,700,16,0.08858709175359393,2.884964960941943,0.0282166858444567
unguided_dpf,700,17,0.12968484476749362,2.926643020056354,0.07122326782603024
guided_dpf,700,17,0.06556269590437014,2.82129601342041,0.042227664638354416
unguided_dpf,700,18,0.03860065900402642,2.908751768104395,0.04104797684400299
guided_dpf,700,18,0.07378245193184683,2.8370506856247477,0.2474774112796496
unguided_dpf,700,19,0.09894499540854919,2.869246667281263,0.06589125872367439
guided_dpf,700,19,0.028009306208887797,3.0217125554253266,0.012537306490641269
unguided_dpf,750,0,0.044558563155340264,2.895647455158205,0.08509332106405953
guided_dpf,750,0,0.0653872109384754,2.841161461236224,0.5077215727005704
unguided_dpf,750,1,0.43622157330436057,3.2377878392906987,0.1283359661368862
guided_dpf,750,1,0.22692555344814203,3.2410451418122794,0.058843042484771436
unguided_dpf,750,2,0.09167943693478102,3.29939731895608,0.11466258971891458
guided_dpf,750,2,0.134601357306174,3.3149472297818843,0.14461049165335169
unguided_dpf,750,3,0.11557760630343546,3.688450735861983,0.0328666129172078
guided_dpf,750,3,0.16535846765283396,3.6775101045430696,0.05082411822135983
unguided_dpf,750,4,0.5501018205205758,3.047885312190267,0.14856065604646077
guided_dpf,750,4,0.18326459783325322,3.0813933929657615,0.06423899117814029
unguided_dpf,750,5,0.05984616789109406,3.2230838507138166,0.05071793364485555
guided_dpf,750,5,0.09187967572947109,3.1423346203709817,0.10451840724748755
unguided_dpf,750,6,0.15708099437420653,3.2957836799016555,0.244331940677865
guided_dpf,750,6,0.17695998126782742,3.2646808531123184,0.3284917540927909
unguided_dpf,750,7,0.17741612672593274,2.6123200932878734,0.22777012106467054
guided_dpf,750,7,0.08741945903144531,2.2678672915044493,0.3136512681191693
unguided_dpf,750,8,0.04192828756537124,3.093488471967593,0.054393212660166806
guided_dpf,750,8,0.07771419485531056,3.2898284108140707,0.06074869649054615
unguided_dpf,750,9,0.36902082508175527,2.517084587354424,0.13452522048247953
guided_dpf,750,9,0.04822784948647971,2.803174876550049,0.015061961947626129
unguided_dpf,750,10,0.03429799852145571,3.500897042854582,0.01767757798983959
guided_dpf,750,10,0.08387467035231146,3.390728601150286,0.06314114830578697
unguided_dpf,750,11,0.1467925191710197,3.435745691543133,0.055039636928806555
guided_dpf,750,11,0.15036053350934828,3.546820211458131,0.053089512704495946
unguided_dpf,750,12,0.15589433261179747,2.8400033059672083,1.1582406481946654
guided_dpf,750,12,0.016884119095679034,3.121230325388789,0.010079455198369504
unguided_dpf,750,13,0.023763081042094042,2.3140300392049906,0.01761337285698715
guided_dpf,750,13,0.23198531453263424,2.0895136182964027,0.4150723574509205
unguided_dpf,750,14,0.021904090738843984,3.6579577806449812,0.007115750875609159
guided_dpf,750,14,0.015249634606457582,3.617051900655421,0.005037815537054869
unguided_dpf,750,15,0.06908197440223394,2.98769992200263,0.03143317488451062
guided_dpf,750,15,0.08634434087618457,2.9668233569485114,0.0417501492324673
unguided_dpf,750,16,0.12090502556197301,1.7928217736375938,0.06002289143331576
guided_dpf,750,16,0.025840260876061175,1.8184805582157193,0.02590789585424216
unguided_dpf,750,17,0.1170234642587874,3.7334572086797437,0.02964271783745412
guided_dpf,750,17,0.1262621114567325,3.7103308474063628,0.03028863314593065
unguided_dpf,750,18,0.08162349689273034,4.0537840652622235,0.019883234128506722
guided_dpf,750,18,0.030229436151692327,4.1134361429532165,0.0075554007100738195
unguided_dpf,750,19,0.03509602625789103,3.0148372843158473,0.012882158688989594
guided_dpf,750,19,0.08596219129211109,3.0800067826118642,0.027858210669260957
unguided_dpf,800,0,0.027488413733116474,3.2779138884975185,0.012972387284338615
guided_dpf,800,0,0.0748139546910897,3.209050952743075,0.046310896249128736
unguided_dpf,800,1,0.03616998080842817,3.1640630656821913,0.012113649319828728
guided_dpf,800,1,0.07398397440235088,3.15987753723503,0.02244759909225119
unguided_dpf,800,2,0.2533596879075814,3.386243717537427,0.9622474501136279
guided_dpf,800,2,0.1496974599429392,3.560427284029918,0.1865252979408706
unguided_dpf,800,3,0.13553148709296978,3.8387378216057577,0.05231076900662596
guided_dpf,800,3,0.1400341969887482,3.8284966720018025,0.05560332091244593
unguided_dpf,800,4,0.12136070464074729,4.547516479608849,0.027838362248272425
guided_dpf,800,4,0.0836719189386932,4.373923710445587,0.022491700528191688
unguided_dpf,800,5,0.17480489373731448,3.444449645716196,0.06526335670118276
guided_dpf,800,5,0.10353341887646529,3.330979781002565,0.04381112569175133
unguided_dpf,800,6,0.03680505431997871,2.7621591562643277,0.018832115572611215
guided_dpf,800,6,0.10370351080897616,2.797087718440919,0.041017551922579394
unguided_dpf,800,7,0.028898496220920444,2.452985507462548,0.025095375095589175
guided_dpf,800,7,0.050953520964765096,2.5115194627580375,0.04889386362965912
unguided_dpf,800,8,0.17458073157573506,4.128388330880575,0.04476598065706013
guided_dpf,800,8,0.05777283415523211,4.221581045516456,0.013451211989387946
unguided_dpf,800,9,0.14102406375632479,3.3839322007640456,0.056610348496321065
guided_dpf,800,9,0.01762506746773804,3.210091402623687,0.008639560703717181
unguided_dpf,800,10,0.2444926720135082,2.604488088274072,0.18535467362448288
guided_dpf,800,10,0.16235316998101001,2.450952092220333,0.21020945133082683
unguided_dpf,800,11,0.13414819146069365,3.2354068232164424,0.07225654348067018
guided_dpf,800,11,0.1977278670143585,3.2291378714931764,0.11169465660629119
unguided_dpf,800,12,0.1400439451317843,2.756622009903389,0.08955059378148598
guided_dpf,800,12,0.09850977777834286,2.7276704132229663,0.07084389620125156
unguided_dpf,800,13,0.09471002963857922,2.8079730415758646,0.19797073561237902
guided_dpf,800,13,0.03806042265945777,2.893236670880027,0.04266941457835094
unguided_dpf,800,14,0.1490970054982755,3.1808078591951294,0.04760370778763857
guided_dpf,800,14,0.0320567465586557,3.149448033282193,0.017528806142215327
unguided_dpf,800,15,0.12063127616371982,2.5209650311257716,0.08421626044948309
guided_dpf,800,15,0.05021477903005517,2.4526540878939964,0.04384078013091026
unguided_dpf,800,16,0.5587158336527001,3.0068021715356275,0.23839742827142088
guided_dpf,800,16,0.04728838911215908,2.300514820393015,0.05630039946649346
unguided_dpf,800,17,0.1687948250553332,3.473793108784515,0.05556974255446993
guided_dpf,800,17,0.1433572690164266,3.5021038906146553,0.04664977107048766
unguided_dpf,800,18,0.14346489660872877,2.425493081194165,0.18525856941298136
guided_dpf,800,18,0.20380426782079417,2.4220528856013757,0.16610989044161184
unguided_dpf,800,19,0.036002123518407404,3.275450417123661,0.021290471713094897
guided_dpf,800,19,0.07818802960630977,3.239805493994691,0.05378959797373944
unguided_dpf,850,0,0.03954986098075617,3.501334921371646,0.024992111677826678
guided_dpf,850,0,0.08740925523214732,3.4548946115402988,0.07074519501827642
unguided_dpf,850,1,0.1941799361889628,3.041326674965281,0.0774335493904137
guided_dpf,850,1,0.30003648792091303,3.060043270879142,0.1200612333149001
unguided_dpf,850,2,0.16066312846717942,3.8311894431139937,0.050650587808176294
guided_dpf,850,2,0.15532237596329737,3.842393769133567,0.04855585395969788
unguided_dpf,850,3,0.21851950300257228,2.8573846981193953,0.07676534802286779
guided_dpf,850,3,0.03782913940733388,2.7510055978075396,0.01711957792324847
unguided_dpf,850,4,0.323809899617661,3.3287552914238936,0.19566830476182018
guided_dpf,850,4,0.23634883234864834,3.2194204434081737,0.1661684275056203
unguided_dpf,850,5,0.32882860412754195,4.517289657430902,0.075697606351236
guided_dpf,850,5,0.20581499809476056,4.4522088794062284,0.04580997692550597
unguided_dpf,850,6,0.09944905936636317,4.354917456052955,0.022053923936837652
guided_dpf,850,6,0.15105985721093892,4.307914881025346,0.034511505837084615
unguided_dpf,850,7,0.062168414436435816,3.4809949987491717,0.19818303399523665
guided_dpf,850,7,0.0847573197115193,3.6456572700826904,0.08926555558730544
unguided_dpf,850,8,0.42074241088242736,2.9751794908792433,0.20950694817944834
guided_dpf,850,8,0.34638662021422495,3.004235262846228,0.14878070763795193
unguided_dpf,850,9,0.14703837204575343,3.009037635238073,0.1617553246549103
guided_dpf,850,9,0.11362881368171274,3.0490424917210714,0.10639415712201182
unguided_dpf,850,10,0.1666327755110013,4.020129614120145,0.04669282357434415
guided_dpf,850,10,0.1537611735401392,4.032046826951983,0.04277664029659738
unguided_dpf,850,11,0.19286033650421505,2.762780306820137,0.1645887020846409
guided_dpf,850,11,0.16191344796400264,2.7401132880627035,0.1609817056279691
unguided_dpf,850,12,1.8510360071189005,3.871360446668478,1.0327180896062769
guided_dpf,850,12,0.295664918054477,3.037815221590526,0.14640065566857532
unguided_dpf,850,13,0.12175219524967874,3.410653163013698,0.034683637686467934
guided_dpf,850,13,0.031557171885242825,3.460314092740291,0.008536074506769359
unguided_dpf,850,14,0.2668514197376442,3.5543167674105773,0.06365863317270352
guided_dpf,850,14,0.08413699096096024,3.4930789083229272,0.0245512848384134
unguided_dpf,850,15,0.1881993275042527,2.787989993668996,0.16904011282557077
guided_dpf,850,15,0.185999035564576,2.789147280395152,0.1693552581459037
unguided_dpf,850,16,0.29777936682206824,3.8105205772577677,0.0859234382018702
guided_dpf,850,16,0.14983426552979864,3.9783158875271076,0.042745777426004834
unguided_dpf,850,17,0.06489091065299198,2.984836533923406,0.04364311837523611
guided_dpf,850,17,0.15338882490424358,3.132345727046859,0.07568108413028439
unguided_dpf,850,18,0.18413549495001133,4.273174836645897,0.03668115481210696
guided_dpf,850,18,0.30029970195694017,4.331539658086581,0.05571470565879707
unguided_dpf,850,19,0.06817901770121666,3.549059437692966,0.01959661080781396
guided_dpf,850,19,0.047457948467981036,3.542553411750229,0.01351926892455816
unguided_dpf,900,0,0.1305679149751987,3.740070085964014,0.1617449546090655
guided_dpf,900,0,0.10222245267051651,3.813120100272181,0.09507669887748482
unguided_dpf,900,1,0.5055736817132662,2.9313010817724585,0.2971378992946537
guided_dpf,900,1,0.4629985362229367,2.903165537813866,0.28347325519836064
unguided_dpf,900,2,0.316421870425135,4.414755946424986,0.05780433551798527
guided_dpf,900,2,0.19465288128850985,4.40200968388259,0.037853395401602034
unguided_dpf,900,3,0.03198020461767681,2.82492059294735,0.02278479759330015
guided_dpf,900,3,0.03053056497197348,2.8237106668524397,0.02232527511928239
unguided_dpf,900,4,0.2887808316957117,2.70921241731546,0.2137850445903807
guided_dpf,900,4,0.27512434456836676,2.7110001927856864,0.20151123742126686
unguided_dpf,900,5,0.13978065107876214,3.142102680619318,0.09044175761360031
guided_dpf,900,5,0.07137604237683129,3.210284825744351,0.04990703433781898
unguided_dpf,900,6,0.32933715971979033,3.554272686009181,0.07702637085416282
guided_dpf,900,6,0.3344671606726935,3.5346600273092093,0.07783239673724364
unguided_dpf,900,7,0.5147124231200281,5.3834818571140275,0.09306742295217833
guided_dpf,900,7,0.1327677944910537,4.605814185205202,0.03775685670479808
unguided_dpf,900,8,0.2520754322860263,3.783171538011184,0.1746162954916697
guided_dpf,900,8,0.14459475453290752,3.663632235875349,0.118311875441285
unguided_dpf,900,9,0.32040453712731437,5.000204275097526,0.06352750197194627
guided_dpf,900,9,0.09420485479248157,4.83428182676412,0.019572789125183235
unguided_dpf,900,10,0.026486545612059074,3.67322158718119,0.011304002991523884
guided_dpf,900,10,0.2570125515850188,3.4742209235276515,0.3910224091829777
unguided_dpf,900,11,0.45469059195468886,4.955876797988947,0.16294644116561405
guided_dpf,900,11,0.26556814033408566,4.77855439503006,0.133259821745435
unguided_dpf,900,12,0.2771790927437408,4.467338804255651,0.07297520863175705
guided_dpf,900,12,0.18166039710968396,4.583542868266146,0.04261690490284913
unguided_dpf,900,13,0.2543701161458263,3.475026521650173,0.06276487993491014
guided_dpf,900,13,0.15942703675238165,3.483831938332718,0.04243478872518001
unguided_dpf,900,14,0.6658163574423469,4.110000727451901,0.18313125937378386
guided_dpf,900,14,0.2767741197715323,4.17950897433179,0.06142427644828
unguided_dpf,900,15,0.05975500801456076,3.3751420886122596,0.021145929643946782
guided_dpf,900,15,0.1153623808637913,3.2789560161494453,0.040544334700985514
unguided_dpf,900,16,0.03656464286051669,3.8563595795774037,0.01079419939566973
guided_dpf,900,16,0.3392013374234326,3.9004698514353255,0.07516983302533038
unguided_dpf,900,17,0.4020118453724675,4.484914629742995,0.08267920616676967
guided_dpf,900,17,0.16976741132663867,4.525179910526251,0.03766695862462923
unguided_dpf,900,18,0.08552123648991716,4.342652598453024,0.02049537035915635
guided_dpf,900,18,0.03529164030509835,4.331530453872463,0.010108813935950976
unguided_dpf,900,19,0.1026990934086776,4.38750679728447,0.022170293481782993
guided_dpf,900,19,0.04478086366394498,4.364268653031932,0.009241494913107924
unguided_dpf,950,0,0.039744207998217145,4.515506651615543,0.012941215956433336
guided_dpf,950,0,0.04795480400751373,4.511164485625964,0.015839101686292226
unguided_dpf,950,1,0.08917569661928464,4.244958248904459,0.01926708801923592
guided_dpf,950,1,0.29120808351175403,4.169085277668965,0.07386896737836779
unguided_dpf,950,2,1.4493446054239154,6.285004428185068,0.19732752795787856
guided_dpf,950,2,1.1057410043001856,5.946538419652211,0.17179959423426075
unguided_dpf,950,3,0.0654244889741289,3.791767878322998,0.02229287373034915
guided_dpf,950,3,0.04332008257728576,3.8521283895958427,0.014843106822464596
