trajectory_length,unguided_rl2_qpos_mean,unguided_rl2_qpos_std,unguided_rl2_mom_mean,unguided_rl2_mom_std,unguided_rl2_total_mean,unguided_rl2_total_std,unguided_rl2_energy_mean,unguided_rl2_energy_std,guided_rl2_qpos_mean,guided_rl2_qpos_std,guided_rl2_mom_mean,guided_rl2_mom_std,guided_rl2_total_mean,guided_rl2_total_std,guided_rl2_energy_mean,guided_rl2_energy_std
50,0.04456044856712259,0.07129842950401993,0.08384460401333954,0.10631644459857338,0.06420252629023106,0.06492775943811806,0.040769324,0.14006284,0.029019803926761414,0.05904182705594493,0.026774654028648412,0.033962555125185784,0.02789722897770491,0.03545165418094504,0.032369066,0.14261144
100,0.05173842688253309,0.11114827695621357,0.05855504632287575,0.08584444892440783,0.05514673660270441,0.0768018874988191,0.052246742,0.36809576,0.033385281903402696,0.06881104800250755,0.0202744158111855,0.022476981395039248,0.026829848857294093,0.03566981548537123,0.017075235,0.029201685
150,0.0709441531433252,0.1502937159005524,0.05193379509672809,0.056561558419828364,0.06143897412002664,0.09189198933318138,0.016941559,0.047814935,0.04009985806312283,0.07756176971929422,0.021679966851321945,0.028756963186631807,0.03088991245722239,0.04687211148998778,0.026028337,0.08732121
200,0.07269377384724351,0.09609430497115767,0.0561757827294408,0.06298273882711933,0.06443477828834215,0.06440323123680046,0.020607764,0.055988573,0.043295355648957444,0.09035193889089323,0.0230799250494601,0.01903914739956799,0.033187640349208763,0.0469831034767211,0.015912527,0.02719045
250,0.08612618496749008,0.13771596569860578,0.0546046801762754,0.06368836950441271,0.07036543257188273,0.08941722097481584,0.0317881,0.13006222,0.05413209201128838,0.10243366579568429,0.026709466799799735,0.02402162746583697,0.04042077940554406,0.05317967012056777,0.024211347,0.0579781
300,0.12263823030368172,0.19462437385189355,0.07495312131074174,0.10312982578704444,0.09879567580721173,0.12799959669587854,0.049186926,0.3239445,0.07352797662667107,0.14657323345541962,0.03365490134508116,0.044279404051651414,0.05359143898587612,0.08154599514012022,0.034056317,0.15855578
350,0.12006087578566231,0.18151130115250086,0.07629243068972938,0.09855672533407543,0.09817665323769585,0.12363480495792863,0.030978084,0.1546803,0.0767846226540354,0.15648842705020197,0.03980331754066436,0.08034712043826357,0.05829397009734988,0.09517399530279981,0.029911589,0.10979184
400,0.13007390954066442,0.2661780984731871,0.07176381659387081,0.1308571853437981,0.10091886306726763,0.1738425405464542,0.028461464,0.14810663,0.07442828807982019,0.13334912117995518,0.03369326945066998,0.02823153349821076,0.054060778765245086,0.0737037349315696,0.022939177,0.09049715
450,0.13603640493568434,0.18550929758630655,0.08301556118609078,0.12157525084875748,0.10952598306088754,0.14106381456709063,0.02510207,0.08376521,0.08011031350183685,0.14770043167286792,0.05307653281820091,0.17711224272905243,0.06659342316001889,0.13892361140191,0.027247554,0.06747739
500,0.1197218696221647,0.16799657316687167,0.10963055969892839,0.23869811747399708,0.11467621466054656,0.16804044689613717,0.025539584,0.055200525,0.09235464802864841,0.143940117995838,0.05502203999601245,0.10449299302960006,0.07368834401233043,0.09612343540035406,0.024359414,0.07210262
550,0.1372414350648551,0.17030454370812748,0.08330598878005956,0.10889749251305406,0.11027371192245732,0.12408575717596318,0.033691436,0.14096376,0.08767091816084718,0.11855780115193945,0.051723101908076025,0.04949343112203122,0.06969701003446159,0.07283678145566296,0.022905162,0.064985394
600,0.14750826591980798,0.21365937766416418,0.10454329742933915,0.18783305957725702,0.12602578167457357,0.18322072332595093,0.038126037,0.13346791,0.08315028740866809,0.11206203528610374,0.0540269040643312,0.06464764559470473,0.06858859573649964,0.08120513402806732,0.036146343,0.13080908
650,0.13540262945746587,0.14874506690908496,0.10754217804413305,0.15845750734595662,0.12147240375079946,0.13643035821285246,0.02743722,0.050691858,0.08209805603089057,0.11084512006221163,0.05459240751258625,0.05776682011294327,0.0683452317717384,0.07541127186239627,0.03214733,0.06885988
700,0.20856803430168788,0.24622220316681398,0.1639435752119377,0.2277031806675519,0.18625580475681275,0.2217598224962566,0.0415059,0.09636574,0.11767310600808574,0.1439892838427623,0.07363802850321902,0.07099597167630115,0.09565556725565237,0.09683355219535782,0.031037936,0.0845997
750,0.1701065387141344,0.18167281070702296,0.14325877383675845,0.1782404044669889,0.15668265627544642,0.16236855882998766,0.030557256,0.055658296,0.10939139785403704,0.14711088687365256,0.08242588033051018,0.08843311121915401,0.09590863909227361,0.10505758253464566,0.023603763,0.034745827
800,0.19034739397279693,0.23562824310027886,0.14506796884367662,0.163468194297991,0.16770768140823678,0.18902505600373737,0.0351563,0.08905337,0.13782496732937854,0.1598964118690715,0.10758828781929332,0.15606202895994115,0.12270662757433595,0.13891877493903051,0.042062864,0.18448909
850,0.21031118151813855,0.29424675258665484,0.15164425567208284,0.16956190812486013,0.1809777185951107,0.21113737258222864,0.04629741,0.105175555,0.14565793426388193,0.1965060240703109,0.10226022906093644,0.1018799139623702,0.1239590816624092,0.12204662731241853,0.027028399,0.039248634
900,0.27363610011873635,0.34553894498133697,0.21553573645236682,0.252713942073396,0.24458591828555157,0.27246223282313825,0.04724948,0.12780483,0.1762154716024216,0.43361910534571924,0.11540796275747618,0.1283306928755672,0.14581171717994892,0.24398909920916928,0.027541384,0.04443028
950,0.24004679694559264,0.28296092507431414,0.20518283696762896,0.24944501152901646,0.22261481695661078,0.2518075643653362,0.047145862,0.0837405,0.1764356981454261,0.27906274563680317,0.12795592117906993,0.12635733621096815,0.152195809662248,0.18169179141191782,0.034236982,0.05388542
1000,0.306622252218479,0.38585669080677965,0.2403905849012887,0.2522519760763265,0.27350641855988383,0.29258410152296443,0.07914142,0.27799472,0.17469839422651728,0.1961207909263324,0.12926951422101698,0.1495053256668288,0.15198395422376712,0.15922187067860996,0.04079039,0.05389121
1050,0.28800906305349605,0.2997060308263903,0.2763650485435607,0.37543564725711065,0.2821870557985284,0.29212888913123797,0.070317596,0.1286065,0.22756730686503387,0.27446179427515116,0.1826191956442974,0.18269771103361823,0.2050932512546656,0.1999706630491537,0.062136516,0.10114746
1100,0.3167897206991272,0.28795670717554556,0.2883863587879381,0.3210121137858225,0.30258803974353266,0.26977348352851865,0.072245814,0.11062041,0.29250440348661444,0.31874565606212474,0.22738985483058216,0.2102626806940828,0.2599471291585983,0.23592189595369722,0.07074306,0.1032233
