trajectory_length,unguided_rl2_qpos_mean,unguided_rl2_qpos_std,unguided_rl2_mom_mean,unguided_rl2_mom_std,unguided_rl2_total_mean,unguided_rl2_total_std,unguided_rl2_energy_mean,unguided_rl2_energy_std,guided_rl2_qpos_mean,guided_rl2_qpos_std,guided_rl2_mom_mean,guided_rl2_mom_std,guided_rl2_total_mean,guided_rl2_total_std,guided_rl2_energy_mean,guided_rl2_energy_std
50,0.05779670396652883,0.11045958212839592,0.08478221861059941,0.09988143074294824,0.07128946128856413,0.07263246227885933,0.05657509,0.28523234,0.034198067243296146,0.06515747111342923,0.02562667950779406,0.03466606094227927,0.029912373375545108,0.038768779251651266,0.016238118,0.037634265
100,0.04802855187698546,0.11365650413205818,0.04462088792876145,0.04626742177573417,0.04632471990287345,0.06510255654998325,0.02037608,0.062541835,0.024804049219752808,0.04798425927510423,0.018930163633664385,0.017547191484520868,0.021867106426708593,0.027579439113160947,0.08176723,0.69512534
150,0.071733655623265,0.1225061839672459,0.05901198329857985,0.08292378430817463,0.06537281946092242,0.08255260272142392,0.027449245,0.1100465,0.029865528563740976,0.042171277869649665,0.02001444293347581,0.016996062480729348,0.024939985748608392,0.023558019810559893,0.034989666,0.19931297
200,0.05951978230312651,0.10644745837312686,0.06370043899717032,0.13391547424867903,0.06161011065014842,0.09175924559745968,0.015557089,0.045112878,0.04433571054643352,0.07783206079344565,0.02275531359381516,0.02725207568000907,0.03354551207012434,0.0431678390565721,0.026697481,0.07238044
250,0.08968885983459636,0.14026005110851966,0.06755106193784799,0.1504019485219373,0.07861996088622218,0.12337969945962415,0.021335434,0.09813397,0.06625930092187877,0.15640036202172025,0.02664549378589936,0.024497025492557684,0.04645239735388907,0.08239089198452917,0.020711543,0.053704973
300,0.11154563521250943,0.14704739737360162,0.05817040837451656,0.05682857444970812,0.084858021793513,0.08919547870762949,0.015414778,0.03705107,0.07158305227136574,0.1377014958475969,0.03196657018201744,0.03819830415956756,0.05177481122669159,0.07840559537961526,0.026563352,0.11843159
350,0.11228584333071395,0.1632869735697453,0.07873688806512362,0.1105243959370108,0.09551136569791879,0.12182160499874936,0.029430969,0.08963374,0.09363295420298766,0.1524426688636627,0.038606856570941324,0.05547700638935849,0.0661199053869645,0.09566345688408484,0.024427548,0.054032717
400,0.11814322968187428,0.18356148212973272,0.06944887840506257,0.10285873568140208,0.09379605404346844,0.13154123090554887,0.02689939,0.10884644,0.0687759142229301,0.0933866688598326,0.03748438223943295,0.03595608359703883,0.05313014823118152,0.05563358597095834,0.027592523,0.06338042
450,0.1222492219940344,0.19446192952875144,0.06886106031715793,0.09189358595178271,0.09555514115559617,0.1255066113538908,0.025573544,0.07730206,0.08476653410242224,0.14771029889898424,0.038992226424541324,0.03601518194769317,0.06187938026348179,0.08012393536190597,0.03277445,0.13789587
500,0.14137710364368303,0.19541568989928668,0.09574025563120633,0.13533476555914387,0.1185586796374447,0.1369052430832918,0.024542656,0.07314204,0.0878886840162349,0.12903922634187437,0.054483432154939566,0.08778075210410351,0.07118605808558721,0.08757811845348926,0.019980686,0.040979262
