trajectory_length,unguided_p25,unguided_median,unguided_p95,unguided_p99,unguided_mean,unguided_std,guided_p25,guided_median,guided_p95,guided_p99,guided_mean,guided_std
50,3.114294111728668,5.710324287414551,16.388301563262935,68.35588432312004,9.32718717186153,34.266529091280205,2.5059637427330017,2.893096089363098,4.3634560823440545,5.35599835395813,3.019420616030693,0.7451796820442289
100,0.35202518105506897,0.7571350932121277,5.246757459640501,16.36957830429077,5.968061174914241,136.88192160845452,2.113260865211487,2.374937057495117,3.1923108458518974,3.911328749656677,2.882835629463196,14.530656983977805
150,0.29551179707050323,0.6379110515117645,4.149934577941884,12.503620824813838,3.835533052608371,60.10584467916858,2.0448079109191895,2.251504898071289,2.7968893885612487,3.258802425861358,2.340240475535393,2.3698696831779897
200,0.24494986981153488,0.512736052274704,3.5258190870284967,8.789220018386835,6.017437973670662,109.6069797119176,1.9854473173618317,2.1825205087661743,2.7865604758262634,3.2568247914314266,2.8785472549200057,16.876063540551172
250,0.4037512317299843,1.0380293726921082,6.589779186248778,18.95445781707762,12.027963677994906,158.01349054737958,2.035384237766266,2.2533345222473145,3.056986129283905,3.46740954875946,3.5347955951690673,23.741586104559385
300,0.21659314632415771,0.4539317190647125,3.0558480024337733,7.690668315887426,18.65353957758844,356.2487127546944,1.9518009722232819,2.109266996383667,2.70512478351593,3.131470875740051,6.70112891471386,104.04117697099827
350,0.20609033480286598,0.48058901727199554,2.940941250324249,6.819870767593381,13.517243958376348,202.93897918448,1.9628598988056183,2.0990220308303833,2.667440378665924,3.2158190512657163,4.875989118099213,58.02973787589333
400,0.21361341327428818,0.45135970413684845,3.010486578941345,10.946047353744286,33.388142317399385,544.703700135327,1.9334874153137207,2.071561813354492,2.6134321331977843,3.176814613342285,14.066818694353104,239.1847924431174
450,0.2771768495440483,0.6133801937103271,3.7419792175292956,90.06371025085409,37.17728432038427,529.1199252895906,1.917946606874466,2.0508497953414917,2.4352615237236024,2.7907417845726012,14.581673235654831,222.7797351606029
500,0.21773390099406242,0.4658515453338623,3.7562115788459765,305.5239202880826,35.41661280876398,460.13364954506716,1.9113031327724457,2.0533052682876587,2.653601229190826,4.140189561843778,14.357320417761803,203.10637002258352
550,0.2506072297692299,0.5382384657859802,3.5342279791831968,879.1194281005844,36.36433759592474,383.951012979791,1.9434094727039337,2.061310052871704,2.5396848797798155,144.9283634948726,13.116428208112717,135.70752115789094
600,0.2234957441687584,0.5084260702133179,3.409849178791045,333.04166442870917,30.95422776361555,361.9624570387327,1.9298259019851685,2.0631603002548218,2.532389104366302,16.480397605895917,11.807248998641969,140.60958230846822
650,0.23208710178732872,0.5513426661491394,4.172647428512571,815.1163574218723,40.4336119523719,456.1178523939585,1.9455813765525818,2.077847719192505,2.6330299258232115,53.93308197021432,16.177880727291107,206.94648142384494
700,0.24499987438321114,0.5265290141105652,4.0653819084167475,470.62830688476475,28.598404975578188,340.4163498822228,1.9612953066825867,2.0822184085845947,2.6631154537200925,3.597280225753729,11.559433308959008,148.0890968105001
750,0.26776186376810074,0.5923053920269012,4.86333489418029,60.804013557433855,18.723361013919114,224.29196969114008,1.9809924364089966,2.11516535282135,2.7712826728820796,3.6084388899803157,5.8641002258062365,54.203173085119715
800,0.2742943912744522,0.5867450535297394,4.16576769351959,96.04359237670795,18.149982283346354,195.66356472499288,1.9703533351421356,2.103220582008362,2.6919699192047117,4.216309590339655,5.779153222441673,48.32871505979329
850,0.2806367874145508,0.6727394461631775,4.270014786720275,247.05840362548653,18.491834713079037,195.47247600073845,2.0122129917144775,2.134119153022766,2.7489807367324826,3.528566615581478,5.518316619038582,42.73514988206783
900,0.317166768014431,0.6812969148159027,5.955983304977416,397.2426828002919,20.890348316296937,214.98358246563265,2.0372180938720703,2.1853718757629395,2.9710436463356014,4.842226228713898,6.329854749321938,48.84991194275443
950,0.36732304841279984,0.821945071220398,6.87839069366455,519.1584295654296,24.696597770154476,241.9027085477947,2.086248219013214,2.238611102104187,3.0269053339958187,9.42698979377739,7.010291445970536,58.33477294674675
1000,0.39631302654743195,0.8256605565547943,6.467145109176632,764.417163085937,25.87349067219347,232.78946584761084,2.093216061592102,2.254782795906067,3.1103903055191036,69.57907035827628,7.163865674734115,52.570245886492536
