trajectory_length,gt_median,gt_p95,gt_p99,gt_mean,gt_std
50,0.06913317367434502,9.129965257644646,14.824963846206687,1.071070659419056,3.4250405474738006
100,0.05541451647877693,0.09963612183928489,0.6400095391273518,0.07118233111687004,0.11390660138682547
150,0.0536095816642046,0.08734959848225116,0.12031383380294108,0.05896054056473076,0.06103334566094016
200,0.05879792384803295,0.12141865529119956,2.5469880270957996,0.12714542960282416,0.4252784600336271
250,0.05740910582244396,0.12017613723874072,0.33379702359438324,0.07367378915660083,0.10967258456215108
300,0.05924959108233452,0.11499679647386074,0.4457042095065208,0.08778115024557337,0.2192134252411002
350,0.05471177585422993,0.10956840515136718,0.16382890254259158,0.05934032909572125,0.03260079427022407
400,0.05574251338839531,0.13761319294571872,1.0843356204032941,0.09940981714054942,0.22846146795326075
450,0.052664220333099365,0.13685901015996926,0.3824828976392785,0.07156133078970014,0.11610685001627652
500,0.05431567505002022,0.11753733456134777,0.6631129121780417,0.07616058921441436,0.12097584630627645
550,0.055001892149448395,0.09688048176467418,0.31971679151058324,0.06298453247174621,0.06467656740766696
600,0.05859857611358166,0.14863287135958672,0.3912863427400589,0.0678630674444139,0.05586197406229703
650,0.05535172298550606,0.11224255263805365,2.1605394673348135,0.23365849393885582,1.4932267069458725
700,0.05842532590031624,0.13991960138082501,2.2089020919799855,0.11454591235145926,0.37520506765797823
750,0.05393868871033192,0.08580667376518246,0.2918846061825774,0.06446858253329993,0.07462655039479801
800,0.05921035446226597,0.13343317955732342,0.7502684527635811,0.12788691241294145,0.530282583451827
850,0.05778186209499836,0.18444148451089853,0.26764197796583333,0.0717577470652759,0.06647385503353144
900,0.060628658160567284,0.2276389762759208,1.272531969547279,0.1143984451610595,0.30420000377739265
950,0.06311474367976189,0.25629893839359275,4.990244035720847,0.22366506015881896,1.041501919921574
1000,0.05945654213428497,0.12617287337779992,0.3189941400289542,0.0722303270176053,0.0583837858038009
