trajectory_length,hnn_nmse_q_mean,hnn_nmse_q_std,hnn_nmse_p_mean,hnn_nmse_p_std
50,0.0018564917055258635,0.008484799245794995,0.004504163933957893,0.008918807894723737
100,0.0001509813000885734,0.0009520438259724406,0.02293066243433774,0.04338257319725531
150,0.00021711983374436315,0.0006612717883015517,0.03149030437901759,0.04740078624603249
200,0.002402319582328052,0.010327344829235275,0.04188615532994291,0.051168293652453053
250,0.0034236846400573988,0.023860042937101377,0.056804163475091506,0.052187971882404705
300,0.006031224931939841,0.025594189993093958,0.06442948528298605,0.053699970329414495
350,0.0021983087013460515,0.0035020204626202383,0.06781517017861466,0.056306675294067486
400,0.005045281039735981,0.011704208312645138,0.0848822261764836,0.06335672990947078
450,0.012167342713404656,0.05578965250421222,0.08759055674847666,0.06315966873077226
500,0.016727154031232757,0.033136048617601624,0.09521154105893981,0.0677035302212518
550,0.013772012842438347,0.025374879454195667,0.10435968014044811,0.07729262673001848
600,0.053881616424922785,0.2896076170666431,0.12635028480638258,0.09757498924880736
650,0.034889226363736106,0.12358726308906143,0.13479799739084292,0.10704057965300869
700,0.05363471781789781,0.13239424522568438,0.13554234572941748,0.08693357083114765
750,0.0629249122664973,0.14877964364516258,0.17087304539271458,0.1897442736028456
800,0.09715286181614102,0.4843729833187542,0.17847507076049499,0.17716184837947904
850,0.06656291100953916,0.13148722059649967,0.19123494944046968,0.15013461103229628
900,0.10897197775659519,0.2125610292805112,0.23689059397337772,0.2321621694378092
950,0.11530644332892553,0.18841421357028262,0.2590902857017874,0.23405206791805994
1000,0.133456742565975,0.21758071540545515,0.25790785733704513,0.2188868405738913
