combo,system,policy,length,num_samples,seed,ung_nmse_q_mean,ung_nmse_q_std,ung_nmse_q_p25,ung_nmse_q_median,ung_nmse_q_p75,ung_nmse_q_p99,gui_nmse_q_mean,gui_nmse_q_std,gui_nmse_q_p25,gui_nmse_q_median,gui_nmse_q_p75,gui_nmse_q_p99,d_nmse_q_mean,d_nmse_q_std,d_nmse_q_p25,d_nmse_q_median,d_nmse_q_p75,d_nmse_q_p99,ung_nmse_p_mean,ung_nmse_p_std,ung_nmse_p_p25,ung_nmse_p_median,ung_nmse_p_p75,ung_nmse_p_p99,gui_nmse_p_mean,gui_nmse_p_std,gui_nmse_p_p25,gui_nmse_p_median,gui_nmse_p_p75,gui_nmse_p_p99,d_nmse_p_mean,d_nmse_p_std,d_nmse_p_p25,d_nmse_p_median,d_nmse_p_p75,d_nmse_p_p99,ung_hamres_mean,ung_hamres_std,ung_hamres_p25,ung_hamres_median,ung_hamres_p75,ung_hamres_p99,gui_hamres_mean,gui_hamres_std,gui_hamres_p25,gui_hamres_median,gui_hamres_p75,gui_hamres_p99,d_hamres_mean,d_hamres_std,d_hamres_p25,d_hamres_median,d_hamres_p75,d_hamres_p99,all3_win_count,win_nmse_q_count,win_nmse_p_count,win_hamres_count
3dof_sinusoidal_L550_N100_seed10,3dof,sinusoidal,550,100,10,4.094250762110139,11.374146848667058,0.2610731605263916,0.6937833186045899,2.7530320491351423,40.88923112103598,2.254356117205761,7.952202731102135,0.06982843046718815,0.3039366786884385,1.0419089676886304,19.574495926595652,-1.8398946449043783,12.938875221419664,-1.1798673381399218,-0.23160427778909798,0.03129887276052267,14.638661183882549,0.41114898575860964,0.9441220972028067,0.016506259973174384,0.0757811921616771,0.18107217404151246,4.055540974224991,0.17377924168537373,0.6704232324880677,0.0046693272468068675,0.019855566351689356,0.057669507378055464,2.4339670215835327,-0.2373697440732359,0.8994341720246666,-0.10023458111519767,-0.029463876250743606,-0.0016702372514708027,0.5015274838635742,0.05827160157961771,0.06907180722173067,0.0116293637547642,0.031120718456804752,0.07838145270943642,0.322671792805195,0.007847677241952624,0.016422008142018458,0.0013714134984184057,0.0028485854854807258,0.0072002115193754435,0.09080912582576288,-0.050423924337665085,0.06590636508281804,-0.07364231022074819,-0.022517165692988783,-0.008086592177278362,-0.001177756632678209,68,70,81,100
3dof_sinusoidal_L600_N100_seed10,3dof,sinusoidal,600,100,10,3.7793389308572545,11.516790143790097,0.2737376727906481,0.8384652397123555,2.774687396363328,40.26922228422469,2.3805162056121754,7.89890675044921,0.08729680433037766,0.3473646963843052,1.6587596840910164,33.67248024764297,-1.39882272524508,5.160442467807317,-1.0050330846554731,-0.26934501185411985,-0.0013108834450706042,6.715779336996712,0.7713659445493678,2.393342559863276,0.007732126272054769,0.08033255604005315,0.38958856667928143,10.716617146080834,0.18688686148499514,0.532579702441664,0.003650289954810975,0.019087447580107685,0.07559264980552652,1.449798307510017,-0.5844790830643726,2.2744045033609455,-0.1757854821433221,-0.03396880594210726,-0.003486624394619806,0.5158252172942553,0.060899474455509334,0.07121452904453993,0.013272871961817145,0.03316468000411987,0.09241731278598309,0.32525674104690616,0.011020523918268736,0.0182250975383029,0.001676261454122141,0.0040313005447387695,0.011038592085242271,0.08386050745844854,-0.0498789505372406,0.0650626107515464,-0.08234593761153519,-0.026113788248039782,-0.011525591718964279,-0.0011630385031457982,73,75,83,100
3dof_sinusoidal_L650_N100_seed10,3dof,sinusoidal,650,100,10,6.329885653396127,23.91823289821838,0.19226841300428965,0.8764112945023366,1.945349824666205,66.38248940058459,2.798857043793535,12.40499941445374,0.05709543368084896,0.26335684354638306,0.9191267829000721,40.27592905811279,-3.531028609602592,26.819709924700334,-0.8807327736892532,-0.18826675516682354,0.005744364679334085,30.31284682973394,0.4494741458060502,1.7133980071448136,0.010704501637165765,0.04192652405808414,0.1981644403904843,5.517050255449878,0.3365534713331167,2.350204710840788,0.0036552522009019456,0.011860309914572695,0.052306753509646135,3.7308185552637076,-0.11292067447293341,1.0419759925124028,-0.09590855878748292,-0.026987531103904304,-0.002289389316899479,0.2534801613653706,0.05813576466403902,0.07465013804014915,0.012409855844452977,0.032556673511862755,0.0668839830905199,0.3000336399674427,0.00754559420485748,0.013602187042302823,0.0018585125508252531,0.0033530195942148566,0.008520206669345498,0.05926724046468762,-0.05059017045918154,0.07347848413203949,-0.05738607107196003,-0.025547882076352835,-0.007200200998340733,0.0020841971784830195,69,73,79,98
3dof_sinusoidal_L700_N100_seed10,3dof,sinusoidal,700,100,10,2.9223381481301103,5.373037067346998,0.30987774441723936,1.0678667325308777,3.2061576775254874,22.398560273933917,2.000877299002001,3.7273817727378726,0.11254474559110143,0.6006376898359911,1.8114696738977576,16.743340050691558,-0.9214608491281089,5.574124421839169,-1.0733506511208182,-0.12068401313634222,0.04919514893760556,11.327595492981867,0.6158169452863861,1.3712254342341226,0.017535129092941894,0.10586517200754468,0.5386965003170014,7.755952494556069,0.3243368373786548,1.1503745616885406,0.005901042084277004,0.029707285633631945,0.1279098190812821,4.013891297192549,-0.29148010790773127,1.4955670121327709,-0.18843838997331974,-0.02655518391086001,-0.0012123868326962138,2.700192422605122,0.05352974150096998,0.07076411617928006,0.008924424881115556,0.020116726867854595,0.06958458200097084,0.278355403840542,0.008465745789289941,0.011731498297209502,0.0019681454286910594,0.0038130086613819003,0.009480675216764212,0.05318783048540357,-0.04506399571168004,0.06598326002045918,-0.05633594002574682,-0.01268488253117539,-0.005118548986501992,-0.000567706823348998,60,64,80,100
3dof_sinusoidal_L750_N100_seed10,3dof,sinusoidal,750,100,10,2.775350052681141,8.403703825318964,0.17075674910483188,0.6050299064779696,2.2287158877088684,30.98869055549919,1.7515490949602972,5.8205740813929445,0.07088425522180167,0.33599473671009583,1.20593574344849,13.909927444582449,-1.0238009577208438,8.386102530753643,-0.6888730542602096,-0.15330769862580657,0.021805480416810366,3.2064840644823827,1.5482183882459322,9.296537736455223,0.01672967986155079,0.06526190472716834,0.37294177729774175,15.797496297931827,1.3677927504423486,11.103091396498844,0.008082689539871936,0.03612699416863165,0.13193140183295257,6.646278283519829,-0.18042563780358345,2.6816232909746565,-0.08652450565794224,-0.015801245326827352,0.000628721130068819,0.5506212656555718,0.07020721283974125,0.07266263075157103,0.016299904324114323,0.04543348401784897,0.09649841487407684,0.2707683050632481,0.012285366005380638,0.022223437938010446,0.002708733140025288,0.0048419039230793715,0.013272892450913787,0.08648399256169849,-0.05792184683436062,0.0654451207395527,-0.08076814678497612,-0.03362272249069065,-0.011393927969038486,-0.0014831302268430585,64,67,71,100
3dof_sinusoidal_L800_N100_seed10,3dof,sinusoidal,800,100,10,3.8417229609032164,9.548366047277865,0.16152161646002022,0.7372401001321751,3.01396326447395,48.40762284205357,2.291097866961865,6.283219964094435,0.07856387171235511,0.3566788696533759,1.4800778600078448,30.18621979778625,-1.5506250939413517,6.759107322304169,-0.6343366414782354,-0.12074694485008919,0.03684287924169055,7.183499677977215,30.259400455684304,292.09537153438265,0.028957508979802753,0.100890484135128,0.5451578144826144,49.585309651955285,0.40031087436663404,1.2360773443263726,0.013293946140224376,0.048926557815120605,0.18458060521389347,5.937860858191488,-29.859089581317676,292.0994187642624,-0.1168045874863653,-0.02978757696166282,-6.440715805577349e-05,2.1693257389359584,0.07290735196787863,0.08348440736515543,0.017578970175236464,0.047887565568089485,0.09706871211528778,0.3280786034464847,0.014481150355131832,0.030044808770781497,0.0028979183407500386,0.006256520980969071,0.01189025305211544,0.14035168826580094,-0.05842620161274681,0.06779996396229875,-0.08287777053192258,-0.036725105717778206,-0.010078569524921477,9.822852909565224e-05,63,67,75,98
3dof_sinusoidal_L850_N100_seed10,3dof,sinusoidal,850,100,10,4.419061286586454,12.527286548641055,0.09730794097865221,0.766802243644568,3.0848301214583254,73.71755665872604,2.1663924064898503,5.045028536199476,0.07156671572831999,0.3845459359303311,1.6689388292363794,17.20541739059417,-2.2526688800966035,11.748437698421085,-0.7769080458245575,-0.07330375764078267,0.007175685620079527,8.691768377330193,0.9891646297710989,2.992125016307934,0.01808741902465136,0.06381171215780722,0.38739105082200276,15.01508626103439,0.49958672731960674,1.4774887353713488,0.012448290856668997,0.045654261901740684,0.23839475560062898,7.815406537233423,-0.48957790245149213,2.355991579880505,-0.06893077716081365,-0.013740129724762599,0.005296398401275353,1.503636746522259,0.09158284133067354,0.10038531130256131,0.020946324802935123,0.05752396769821644,0.115459019318223,0.4330313622951515,0.019944189641973933,0.045693431573472,0.0037804843159392476,0.009073436260223389,0.02006667945533991,0.08507247522473518,-0.07163865168869961,0.08244295506335092,-0.10183370462618768,-0.038607777387369424,-0.010879318055231124,-0.0006015360355377119,58,70,69,99
3dof_sinusoidal_L900_N100_seed10,3dof,sinusoidal,900,100,10,2.620024917812001,5.407927842947801,0.16668701294816762,0.6262476215258419,2.204376753373574,24.623934311431935,1.8906279488787034,4.330654544080495,0.08145203334632492,0.39883818022888473,1.638864824960587,21.3914411754234,-0.7293969689332964,4.1628923830301074,-0.42937286226602833,-0.05794586887739252,0.024544899179355664,6.286888015810271,0.5334778870612432,1.6784132718962759,0.019415495750861187,0.06590454135345958,0.21425663347622817,9.023204836455891,0.234886371301227,0.5203139903555469,0.010326697894878965,0.046235912847802325,0.15554678233611674,2.054200285140849,-0.2985915157600163,1.4878862111828544,-0.0600093207611741,-0.01556932178915154,-0.0002504220492069515,0.28008858075937526,0.08283605261705816,0.09313714743813496,0.01923072338104248,0.04979274794459343,0.1115300077944994,0.44792699456214946,0.018622034566942603,0.02827514107558907,0.004481723066419363,0.009282907005399466,0.019307515118271112,0.17070536464452757,-0.06421401805011556,0.07913568003686805,-0.09335002372972667,-0.025890014367178082,-0.009963095362763852,-0.0010935863619670266,63,68,76,100
3dof_sinusoidal_L950_N100_seed10,3dof,sinusoidal,950,100,10,3.9412282241207794,16.97182012731764,0.1643953409920209,0.46838689611167394,3.0181984876683123,20.454832530984163,1.8766404564354924,4.334157204265708,0.1136553139918234,0.3825863747251715,1.6123142273406512,16.700181006185264,-2.0645877676852873,16.543105524865815,-0.4212657373897681,-0.08097414537041475,0.03401172587787732,13.243985711655645,0.8450138690087021,3.2125518450688446,0.027028791347165498,0.14803963297567946,0.5349201817298264,5.770811441444246,0.39180852367019703,1.0919704205262857,0.020820982232722177,0.08279628124019035,0.2803245539242699,2.3862749462699475,-0.4532053453385053,3.077678754203201,-0.10881177018301688,-0.02366243636015336,0.0025695817200181194,1.253768544426467,0.09414821589365602,0.10082850762070404,0.023291072342544794,0.06373975798487663,0.12802213430404663,0.441958497464657,0.024627347347559406,0.03230996600451695,0.005147894145920873,0.01189074944704771,0.029149215202778578,0.1482970859110356,-0.06952086854609661,0.08173702654178541,-0.10131600545719266,-0.04056225449312478,-0.011805395013652742,-0.001335114459507096,58,68,70,99
3dof_sinusoidal_L1000_N100_seed10,3dof,sinusoidal,1000,100,10,3.0276362297768453,4.8678239632731755,0.4398042522340541,1.1854593316510886,3.2024714393808327,22.984089519641966,2.2141962750479447,4.694776598165333,0.19345935661305672,0.6380375105216751,2.157865582738382,20.043623840717974,-0.8134399547289008,4.5100445099902196,-0.596705272151777,-0.10942368548175796,0.03010895375860921,12.360684172772213,1.8372944639668356,10.98603661854407,0.05724906162230274,0.3599280181295479,1.0984061449000666,9.434490268792924,0.5683085162972218,0.8369975958402102,0.02967178202274408,0.23404193659754813,0.7160212153852582,3.281617315682056,-1.2689859476696137,10.50235956468483,-0.13499251508713683,-0.02520591765826784,0.0006168970619365278,1.0424199853332181,0.12107427635230124,0.13508339209134462,0.030763965100049973,0.06614554300904274,0.15279075875878334,0.5809345018863679,0.025122705306857826,0.025944681182117887,0.0068303943844512105,0.015699506271630526,0.03300362918525934,0.11618960306048404,-0.09595157104544341,0.1254487377352636,-0.1224379725754261,-0.04259536787867546,-0.013173620332963765,0.0013386612012982377,59,69,72,97
