combo,system,policy,length,seed,sample_idx,ung_nrmse_q,gui_nrmse_q,d_nrmse_q,ung_nrmse_p,gui_nrmse_p,d_nrmse_p
3dof_gp_L400_N100_seed10,3dof,gp,400,10,19,0.7427595321241593,0.17283939690611905,-0.5699201352180403,0.0688030618155357,0.00875673660816405,-0.060046325207371645
3dof_gp_L400_N100_seed10,3dof,gp,400,10,20,0.13219801821655078,0.03834984063825372,-0.09384817757829705,0.03369171435860057,0.012024515030124328,-0.021667199328476244
3dof_gp_L400_N100_seed10,3dof,gp,400,10,21,0.5977726530051028,0.1366780733961884,-0.4610945796089144,0.04047006316576673,0.010831336540916739,-0.02963872662484999
3dof_gp_L400_N100_seed10,3dof,gp,400,10,22,1.1314637685335382,0.11795953389042219,-1.013504234643116,0.00800700607610968,0.0029921743165245147,-0.005014831759585165
3dof_gp_L400_N100_seed10,3dof,gp,400,10,23,0.12383825382898479,0.018561998211372627,-0.10527625561761217,0.19620193977602796,0.07654009138250738,-0.11966184839352058
3dof_gp_L400_N100_seed10,3dof,gp,400,10,24,0.8313709574093321,0.03845192203420079,-0.7929190353751313,0.3560911267916281,0.03509076180004001,-0.32100036499158807
3dof_gp_L400_N100_seed10,3dof,gp,400,10,25,0.232952633203542,0.22180299505268708,-0.01114963815085493,0.07259021578770158,0.06546864647207337,-0.007121569315628212
3dof_gp_L400_N100_seed10,3dof,gp,400,10,26,0.6454651465757455,0.11018733055055945,-0.5352778160251861,0.024039550347330577,0.009671214470073354,-0.014368335877257223
3dof_gp_L400_N100_seed10,3dof,gp,400,10,27,1.1501781898435495,0.13499571951533693,-1.0151824703282126,0.03486167046566503,0.009447539076458962,-0.02541413138920607
3dof_gp_L400_N100_seed10,3dof,gp,400,10,28,0.5934408732974464,0.5540887937662559,-0.039352079531190576,0.016308959103801732,0.012030228123980606,-0.004278730979821127
3dof_gp_L400_N100_seed10,3dof,gp,400,10,29,0.7371022000240433,0.4094108111831419,-0.3276913888409014,0.07021914226109995,0.04502723379252269,-0.025191908468577252
3dof_gp_L400_N100_seed10,3dof,gp,400,10,30,0.9151678813080953,0.014525292278511308,-0.900642589029584,0.21704382701635413,0.0645396286887953,-0.15250419832755885
3dof_gp_L400_N100_seed10,3dof,gp,400,10,31,0.3136079940594591,0.0354837199801237,-0.2781242740793354,0.07282741631695762,0.008345442382159783,-0.06448197393479783
3dof_gp_L400_N100_seed10,3dof,gp,400,10,32,0.6448365569758278,0.3213123955270175,-0.32352416144881024,0.236428375196143,0.4097702525794311,0.17334187738328813
3dof_gp_L400_N100_seed10,3dof,gp,400,10,33,0.07081913934925128,0.6318684279335466,0.5610492885842953,0.03095346021673519,0.11107711512905598,0.08012365491232079
3dof_gp_L400_N100_seed10,3dof,gp,400,10,34,0.1470386771109232,0.21354574517305305,0.06650706806212986,0.0258582405081611,0.04396209049781802,0.018103849989656917
