trajectory_length,unguided_mse_qpos_mean,unguided_mse_qpos_std,unguided_mse_mom_mean,unguided_mse_mom_std,unguided_mse_total_mean,unguided_mse_total_std,unguided_mse_energy_mean,unguided_mse_energy_std,guided_mse_qpos_mean,guided_mse_qpos_std,guided_mse_mom_mean,guided_mse_mom_std,guided_mse_total_mean,guided_mse_total_std,guided_mse_energy_mean,guided_mse_energy_std
1000,0.011893180093329472,0.03704498358130379,0.19189022879865736,0.42810866758077076,0.20378340889198682,0.4533741601546158,0.17855279,0.43972293,0.011338870639746786,0.03758126465029598,0.18315964475093202,0.40940182842295314,0.19449851539067878,0.4349334087004529,0.17928308,0.41895264
1050,0.015781376695506374,0.060730777031699726,0.24774909668648462,0.5326767761778927,0.263530473381991,0.5725605456248066,0.2495478,0.7823297,0.015018689581784553,0.05952209745570343,0.23973194117715238,0.526408103431892,0.25475063075893695,0.5675928797435885,0.2512825,0.797697
1100,0.014795994132626873,0.04883865940282962,0.2752873778944359,0.48144968711852165,0.29008337202706275,0.5150890645042054,0.2543024,0.5347824,0.014563569109272922,0.04804299172106633,0.27385373688919196,0.48924980492114467,0.2884173059984648,0.5227534585024042,0.26227063,0.5524166
1150,0.020790785885054234,0.05812462322939486,0.42590277798673876,0.6857889662355018,0.44669356387179304,0.7298699924617793,0.4102256,0.8128267,0.020125914157214222,0.05851855982081606,0.4133454803921994,0.6884895302408263,0.4334713945494137,0.7329745138224506,0.42850786,1.0701361
1200,0.020045465849270375,0.046085360589179954,0.5378525785017594,0.7026483468099596,0.5578980443510297,0.7348515662485098,0.6031959,1.1681529,0.018888480283968036,0.0508034000474232,0.4978965699048168,0.6759013098095799,0.5167850501887848,0.710286656438842,0.6216317,1.2793227
1250,0.020198155551086977,0.030140029823619196,0.7416169032135912,0.7927747531070661,0.7618150587646781,0.8197859649214319,0.9066844,1.3518499,0.017938267098592114,0.027888370324091513,0.6667283160629034,0.7182014754103654,0.6846665831614956,0.7434907559286413,0.9082046,1.3617835
1300,0.02001563011669328,0.024031565077256567,0.8779486639338073,0.7926914253227549,0.8979642940505007,0.8155563791226726,1.2131187,1.4861319,0.01956469427473095,0.02400639399340893,0.8616117460846304,0.7899359125508345,0.8811764403593613,0.8127427126055636,1.205512,1.4450728
1350,0.026242515150595523,0.029162119832420935,1.1690092670717995,0.9769171742375391,1.195251782222395,1.004910899475434,1.625491,2.293235,0.025936593206899512,0.02965070141636448,1.159344377998552,1.0142599320953614,1.1852809712054513,1.0428101509930354,1.6346694,2.2326207
1400,0.03636032175653409,0.04217628350211528,1.569570298365109,1.4021493946736807,1.6059306201216432,1.4423869555673505,2.0620396,3.2459972,0.03659757939146122,0.04413312522459959,1.5895997250831237,1.4735005680323463,1.626197304474585,1.5156984013894816,2.1181812,3.1942477
1450,0.04644876844373118,0.055301527974122654,1.9776067617880075,1.6783242318209481,2.0240555302317387,1.729686228153058,2.6306438,6.6932955,0.046074952910028014,0.05582363601949043,2.0028112027407996,1.7680797850776333,2.048886155650828,1.8199422000388277,2.7511759,6.4472427
1500,0.05977067014109379,0.05778677808512164,2.4483212482872827,1.9943319866049105,2.5080919184283768,2.047139204504913,3.402163,10.115423,0.060806085158179486,0.061583434778846764,2.547799591748859,2.198012423829119,2.608605676907039,2.2549815713277965,3.4649048,9.350068
