trajectory_length,unguided_rl2_qpos_mean,unguided_rl2_qpos_std,unguided_rl2_mom_mean,unguided_rl2_mom_std,unguided_rl2_total_mean,unguided_rl2_total_std,unguided_rl2_energy_mean,unguided_rl2_energy_std,guided_rl2_qpos_mean,guided_rl2_qpos_std,guided_rl2_mom_mean,guided_rl2_mom_std,guided_rl2_total_mean,guided_rl2_total_std,guided_rl2_energy_mean,guided_rl2_energy_std
50,0.044558969995665096,0.11048135543107643,0.036334191095869404,0.03971382463011224,0.04044658054576725,0.05950386798023435,0.010677209,0.023711778,0.039452723730554834,0.1110083856090408,0.020229798411123996,0.03335773513045436,0.029841261070839415,0.061668448093293166,0.041673757,0.29325578
100,0.032389280261072066,0.06912108722337333,0.025770123924854286,0.031694140551613605,0.029079702092963178,0.042248605567273466,0.023506528,0.18321994,0.049068334275174055,0.1016352213220477,0.022559861811814606,0.0357483387335048,0.03581409804349433,0.05852863218631246,0.04375538,0.2476564
150,0.04004451162696502,0.05738539539137356,0.027263095558082977,0.02722908651456284,0.033653803592524,0.03435412734547557,0.019804275,0.079274885,0.04866919706446939,0.09808850814211857,0.022548960425160736,0.019970586808744903,0.03560907874481507,0.05030316054865815,0.042755183,0.22125083
200,0.04755259008254825,0.1140813450869771,0.027556728188913162,0.021274257799530367,0.037554659135730716,0.05942402762870217,0.018043673,0.072843395,0.05613213527867338,0.113142493348115,0.029349753802566044,0.03751180630499331,0.04274094454061971,0.0683822062672861,0.025689933,0.057191227
250,0.0725032281102153,0.11115038011056341,0.03433423317051552,0.02782939400007703,0.05341873064036541,0.06044077558287,0.02069251,0.047609482,0.0749559149685978,0.10917257806909945,0.03366317356929506,0.026989937717506574,0.05430954426894642,0.06036734196301393,0.033885654,0.19154237
300,0.09036393039770302,0.1758529210771376,0.03958134988010217,0.0402481630131619,0.0649726401389026,0.09293608820763802,0.020914825,0.079873815,0.0731695323674222,0.14371698070797384,0.0371686407850471,0.045472707439863765,0.055169086576234656,0.0781875875010914,0.035270873,0.105117224
350,0.06601688736341518,0.08170779134109772,0.039271248286954406,0.029160450097376542,0.0526440678251848,0.050398395476565376,0.02210842,0.046601363,0.07795851344446142,0.11091030732379034,0.041901740445976415,0.03920197267655488,0.059930126945218924,0.06429397418168459,0.0188693,0.03825178
400,0.0908165861885254,0.2265619949314714,0.043137530168398844,0.042952777526453004,0.06697705817846213,0.12256002637153751,0.023029618,0.049479388,0.07928043746761987,0.16668153120364645,0.04268814426919443,0.04453857721291879,0.06098429086840715,0.0931373615396872,0.022039428,0.050922304
450,0.10088739170983727,0.18239300863390356,0.058462649820864174,0.14774276023135025,0.07967502076535071,0.1261036526738459,0.02833052,0.08567892,0.10990282798568005,0.17882502098114653,0.05756555643141789,0.07827067301501549,0.083734192208549,0.11288895696815311,0.0353709,0.12952028
500,0.1114643388940069,0.13865468519138296,0.07432437774736847,0.15915399363972862,0.09289435832068768,0.11778567800224067,0.02128129,0.038517218,0.1162430858290318,0.1563972137245916,0.0612749865425361,0.07000022129983646,0.08875903618578397,0.0995289486251367,0.027121477,0.045563158
550,0.11187239395580123,0.1784167008706624,0.06429967280347186,0.05869065735859153,0.08808603337963654,0.10499451984149889,0.022598848,0.06915017,0.12324147404631351,0.16181648852836827,0.07414590251611487,0.07109179549432507,0.09869368828121418,0.10587313209720431,0.03528809,0.10309635
600,0.1282038854257244,0.20172349921374286,0.07547928024286278,0.09477223978477595,0.10184158283429358,0.12264801566143219,0.021527633,0.03306274,0.1429447998812179,0.2408220439963255,0.07163084352386286,0.07092323549546438,0.10728782170254038,0.1406989190365707,0.031599663,0.08003201
650,0.1331968296478545,0.1660254528401486,0.0945578333063379,0.13117231477330815,0.1138773314770962,0.12095398512332442,0.028325364,0.052030917,0.1327525192909455,0.2064733997697,0.07559550580540685,0.06929554140787594,0.10417401254817618,0.1216951150934475,0.027817301,0.046717953
700,0.12694774098161246,0.16224338984496423,0.08977419565270772,0.10302003578877679,0.10836096831716009,0.11197562588274627,0.02804562,0.045071024,0.14324378913166239,0.18831143100857659,0.09795955949379216,0.11228416190275226,0.12060167431272728,0.1308243078828254,0.034464106,0.05538351
750,0.13994403493907817,0.17814147233228914,0.10033685753013584,0.12051287613721241,0.12014044623460701,0.1287419227311299,0.030306278,0.045707896,0.16832778712195476,0.21747876653399184,0.11566630231983446,0.15367362946059687,0.1419970447208946,0.16812066056394334,0.039561342,0.075476855
800,0.13660353091201802,0.15560727728195003,0.10696148680267345,0.13211896952934576,0.12178250885734572,0.12849525304227685,0.03397232,0.07012063,0.17839078050928342,0.2262344416644942,0.12129910114159355,0.15676934423522268,0.14984494082543848,0.16620300072170113,0.030322768,0.04546529
850,0.1358548829672222,0.1430638370270753,0.1125897521284228,0.12286753416082555,0.12422231754782251,0.11576575232440377,0.043280616,0.08569385,0.14368411465740563,0.19527992078389822,0.10867887645574005,0.10934368238150116,0.12618149555657285,0.1337916935107305,0.035705246,0.049297094
900,0.18669513169550755,0.24894325598693368,0.14477896170694762,0.17915249287534582,0.16573704670122763,0.18589608166859936,0.048351474,0.10508784,0.1809759540105684,0.2126377496019929,0.14735885072178076,0.17167764383250106,0.16416740236617458,0.17423174219126497,0.032206,0.042644724
950,0.1939771556303583,0.27614709701787404,0.14183381896441366,0.16374340225694908,0.16790548729738597,0.1974688160663108,0.04478502,0.06628349,0.19592443763465794,0.25389411360057335,0.17821585073050872,0.40396091797555955,0.18707014418258333,0.26679411845222545,0.048181806,0.09697687
1000,0.18940236209338934,0.248499941475667,0.1550456657614588,0.16444639650956835,0.1722240139274241,0.18385788168648884,0.04703525,0.07304375,0.2270052104354389,0.3042278241495946,0.16367323572827894,0.1913526774869514,0.1953392230818589,0.21903017170345965,0.048747845,0.08368564
1050,0.22793574841510364,0.3228864050584351,0.19260178329659083,0.22718337891091528,0.21026876585584722,0.247148983424032,0.054282427,0.07523653,0.23385680858436872,0.32992917098303026,0.19154413692823824,0.2709815912152932,0.21270047275630347,0.26892765563817084,0.06389317,0.0893836
1100,0.22182824737553028,0.24323405689111424,0.17543083434254675,0.15656418382155937,0.1986295408590385,0.18243026255590128,0.057802048,0.07127328,0.22284018462163582,0.21860148614040859,0.20039392262516242,0.1901528927501219,0.21161705362339908,0.18892095575371898,0.0618607,0.08720598
