context_fraction,unguided_rl2_qpos_mean,unguided_rl2_qpos_std,unguided_rl2_mom_mean,unguided_rl2_mom_std,unguided_rl2_total_mean,unguided_rl2_total_std,unguided_rl2_energy_mean,unguided_rl2_energy_std,guided_rl2_qpos_mean,guided_rl2_qpos_std,guided_rl2_mom_mean,guided_rl2_mom_std,guided_rl2_total_mean,guided_rl2_total_std,guided_rl2_energy_mean,guided_rl2_energy_std
0.5,0.2031735222377736,0.30484705538084617,0.1715906954757679,0.24495471498037752,0.18738210885677073,0.24744370674148197,0.05847362,0.10956197,0.2003280494047285,0.21614645525741222,0.18416352658956675,0.2243181959261361,0.19224578799714767,0.1924053723723525,0.057374936,0.09181449
0.55,0.17735908395754482,0.19325164378076387,0.16403716601444437,0.2029002286667316,0.1706981249859946,0.1748670347146292,0.052067704,0.090176724,0.21813749691074946,0.2683495988954478,0.16615503434735282,0.2032099768148883,0.19214626562905118,0.20270544134164623,0.05501378,0.07146954
0.6,0.21344355243000088,0.29798225782092613,0.17186413218494534,0.21090405716349916,0.19265384230747315,0.2351958217449252,0.058870014,0.10039756,0.1934992143476238,0.22145985434895774,0.16764031454859665,0.1629419740931211,0.18056976444811024,0.17235114810091384,0.05175747,0.0871909
0.65,0.18445924074185222,0.2338527870916476,0.16329174089473852,0.20345690995837504,0.17387549081829537,0.1844617075275282,0.042497616,0.069303825,0.17886302007643828,0.2039363887868301,0.15990603822547744,0.1587991000433202,0.16938452915095786,0.15790071601518332,0.050627287,0.10221625
0.7,0.1925501527460739,0.19893656472688298,0.17112853802207478,0.17103346744826672,0.18183934538407434,0.16603398086630908,0.06554429,0.14190362,0.2078384306859947,0.3206468373709747,0.16907943248035615,0.17591325574743855,0.18845893158317545,0.21503670183249637,0.047982637,0.062434614
0.75,0.22905830825189,0.29554794792388506,0.18794401041717912,0.21846852050227,0.20850115933453459,0.20981630363658296,0.06492936,0.1478519,0.18751912070704713,0.20099114587064418,0.16964475383525446,0.1596478758809268,0.1785819372711508,0.1605722072051156,0.048301592,0.099934414
0.8,0.22066127511017755,0.3196937152122018,0.17547584949699618,0.21674101972029783,0.19806856230358683,0.2500964025916879,0.043190375,0.07196572,0.19900171364490787,0.22191177151510877,0.15650268869790587,0.14055324676197783,0.1777522011714069,0.16678424387088267,0.056588694,0.06879041
0.85,0.2028453824362913,0.2418997035168417,0.1461646308120129,0.1399854928609355,0.17450500662415208,0.17401848878984222,0.045430195,0.072578564,0.21743981815862562,0.32753179820479333,0.15108244395906328,0.15481756933585028,0.18426113105884448,0.21305094912549,0.05848526,0.11684016
0.9,0.19124891454949375,0.21293900271181393,0.15484457179282304,0.1520910700178004,0.1730467431711584,0.16254527363160345,0.061543573,0.15409216,0.18539053323468446,0.19128551784545525,0.16366828092097785,0.15725420818344357,0.17452940707783118,0.1516755276882481,0.047574032,0.06993469
0.95,0.19181560700256295,0.2369677695404858,0.1496867054638545,0.15332480883469327,0.17075115623320872,0.173257284571518,0.055300854,0.12992984,0.20152773428858578,0.243145955030013,0.16300208840062844,0.16638146734454332,0.1822649113446071,0.17991784286754092,0.047722455,0.06748208
