combo,system,policy,length,num_samples,seed,sample_idx,ung_nmse_q,gui_nmse_q,d_nmse_q,ung_nmse_p,gui_nmse_p,d_nmse_p,ung_hamres,gui_hamres,d_hamres
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,0,0.7508561884091896,0.07047591268438112,-0.6803802757248084,4.403351977004938,0.3026329652132156,-4.100719011791723,2.368412494659424,0.23785346746444702,-2.130559027194977
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,1,2.275006691542928,0.0038640454215271847,-2.271142646121401,41.90396131971597,0.7270706911616772,-41.17689062855429,8.25271224975586,0.006540834903717041,-8.246171414852142
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,2,0.14157745495093169,0.0015401795806214923,-0.1400372753703102,24.6640732146964,0.5244372443823068,-24.139635970314096,14.450088500976562,0.06846004724502563,-14.381628453731537
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,3,0.07687611621633794,0.0011888660372085344,-0.0756872501791294,110.52452373932107,11.675098987815765,-98.8494247515053,6.695623397827148,0.10956776142120361,-6.586055636405945
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,4,0.3126975648953553,0.03803029134904028,-0.274667273546315,124.1015744197633,7.963507841521534,-116.13806657824176,2.651742935180664,0.20989269018173218,-2.441850244998932
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,5,1.8911760203247299,0.028099819252431386,-1.8630762010722985,26.741340107546,2.2269928896953513,-24.51434721785065,12.919944763183594,0.32546180486679077,-12.594482958316803
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,6,5.603377251800665,0.17200970085781297,-5.431367550942852,6.645728296129503,1.1286966603927855,-5.517031635736718,3.181544542312622,0.2451680302619934,-2.9363765120506287
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,7,0.05554317835466209,0.0018447078533153618,-0.053698470501346726,123.65523933750922,5.841684618189424,-117.8135547193198,4.594406604766846,0.014966070652008057,-4.579440534114838
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,8,0.10337654101986624,0.005379249382484914,-0.09799729163738133,31.549171001325732,0.38178160646662374,-31.167389394859107,6.512512683868408,0.08822232484817505,-6.424290359020233
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,9,9.110440783558214,1.979586417635096,-7.130854365923119,81.9246863819164,12.426918047820216,-69.49776833409618,1.9690840244293213,0.21043610572814941,-1.7586479187011719
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,10,0.34948827355629003,0.018491780855635534,-0.3309964927006545,75.23912810498601,0.2083663012724007,-75.0307618037136,0.6260584592819214,0.05222445726394653,-0.5738340020179749
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,11,0.41508385698926986,0.020289758760484826,-0.39479409822878503,208.13686222591684,22.111778339929796,-186.02508388598704,4.076413631439209,0.13562440872192383,-3.940789222717285
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,12,0.5860452115028294,0.026334144472609587,-0.5597110670302198,89.82445201945644,2.1641613096832866,-87.66029070977316,12.480074882507324,0.20560359954833984,-12.274471282958984
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,13,0.22508637628087655,0.021286862224257158,-0.2037995140566194,17.654216789803225,4.590855802052521,-13.063360987750706,1.3959890604019165,0.32036352157592773,-1.0756255388259888
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,14,72.91748170925031,3.3119258557605744,-69.60555585348973,2.6618994434841525,0.2856987482280496,-2.376200695256103,1.9782075881958008,0.06165337562561035,-1.9165542125701904
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,15,0.4793277866595105,0.11711007552263834,-0.3622177111368721,919.6936918130435,22.535016295406834,-897.1586755176367,16.542713165283203,0.6813156008720398,-15.861397564411163
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,16,0.7101594566184111,0.009011182742226054,-0.7011482738761851,404.86189420810126,18.13230524443531,-386.72958896366595,9.324236869812012,0.16633737087249756,-9.157899498939514
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,17,8.523821744094349,1.8749785035472726,-6.648843240547076,17.43251130837484,0.12340879629233878,-17.3091025120825,2.044070243835449,0.09780538082122803,-1.9462648630142212
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,18,0.2003122375413261,0.003804680957231643,-0.19650755658409447,37.91301776591821,0.7858980367762191,-37.127119729141995,14.615363121032715,0.07403761148452759,-14.541325509548187
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,19,0.4030379394234817,0.007877193132569167,-0.3951607462909125,11.932376701382617,0.9314288867012306,-11.000947814681387,14.158598899841309,0.5168904662132263,-13.641708433628082
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,20,0.9396760004629933,0.30018651362774895,-0.6394894868352443,3.264040820404395,0.2823168347432764,-2.9817239856611186,1.3082821369171143,0.09259408712387085,-1.2156880497932434
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,21,0.09346160591686857,0.0030327005799891575,-0.09042890533687942,125.77655760858042,0.7196087978094389,-125.05694881077098,6.357110023498535,0.10592436790466309,-6.251185655593872
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,22,64.665747757198,4.234804291201274,-60.430943465996734,3.2240734112281775,0.21437734141666093,-3.0096960698115165,1.7636363506317139,0.2121405005455017,-1.5514958500862122
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,23,0.7376414805200302,0.1421033789550899,-0.5955381015649404,20.821659169541743,3.29335941899777,-17.528299750543972,1.8710763454437256,0.04338538646697998,-1.8276909589767456
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,24,0.05209563564479219,0.04229489919690377,-0.009800736447888425,2.4039537404784266,0.11789166112177671,-2.28606207935665,0.526531457901001,0.10113412141799927,-0.4253973364830017
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,25,119.0231670203943,0.12614551036294552,-118.89702151003135,152.74328285992885,1.305796687817777,-151.43748617211108,5.2569804191589355,0.03392130136489868,-5.223059117794037
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,26,0.30041685829383713,0.003944846108116453,-0.29647201218572067,59.50402032004763,1.5921626784917358,-57.9118576415559,7.510716438293457,0.1073911190032959,-7.403325319290161
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,27,0.3389335447816587,0.010808888586879747,-0.328124656194779,825.3595620521158,4.609279715437691,-820.7502823366782,8.963171005249023,0.013242065906524658,-8.949928939342499
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,28,0.11313667188082055,0.010711853920756003,-0.10242481796006454,33.20747490846678,2.169269876207184,-31.038205032259594,7.3182477951049805,0.05651378631591797,-7.2617340087890625
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,29,0.9580705681421269,0.009024963544766583,-0.9490456045973603,10.216843219976944,2.7395330344990647,-7.477310185477879,2.0496559143066406,0.07991737127304077,-1.9697385430335999
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,30,19.191805397015326,0.9139167933793688,-18.277888603635958,2769.1772723794675,41.73463227051003,-2727.442640108957,5.744012832641602,0.05688351392745972,-5.687129318714142
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,31,0.05315263584977915,0.004386641368840775,-0.04876599448093838,1072.5643197418303,15.319171142857355,-1057.245148598973,1.1540257930755615,0.03819066286087036,-1.1158351302146912
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,32,0.29539624048946095,0.0010020987191375838,-0.29439414177032336,1919.0859450792652,40.48597885709406,-1878.5999662221711,8.477934837341309,0.03770089149475098,-8.440233945846558
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,33,0.4541985556794851,0.0076218159932637175,-0.44657673968622136,157.42971489026607,7.784859215891151,-149.64485567437492,5.300784587860107,0.10052043199539185,-5.200264155864716
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,34,1.53675051257682,0.024611204194019014,-1.512139308382801,1716.9836444487814,9.238300614036952,-1707.7453438347445,9.021965026855469,0.07551836967468262,-8.946446657180786
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,35,3.650957411494935,0.0251733844770341,-3.625784027017901,62.244324067411476,7.287883401650117,-54.95644066576136,2.587930917739868,0.024978041648864746,-2.5629528760910034
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,36,0.5630524759062341,0.06009971457301742,-0.5029527613332166,10.939406063326997,0.5549010779929348,-10.384504985334063,6.261014938354492,0.07948172092437744,-6.181533217430115
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,37,1.6961534154078206,0.02757223502557687,-1.6685811803822437,229055.6930531267,1427.043476519699,-227628.64957660701,9.738720893859863,0.14457279443740845,-9.594148099422455
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,38,3.5215948824736056,0.1051665030890615,-3.416428379384544,11.409465513019377,0.06848838631201244,-11.340977126707365,7.730605602264404,0.10461419820785522,-7.625991404056549
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,39,0.7351063549069261,0.04912324608508821,-0.6859831088218379,30252.827133705392,1626.1966895166604,-28626.630444188733,11.67364501953125,0.5087475180625916,-11.164897501468658
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,40,1.0237091923739157,0.010415062063649396,-1.0132941303102663,558.3693305386653,7.504661130001668,-550.8646694086636,8.593038558959961,0.034291744232177734,-8.558746814727783
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,41,0.510139735386699,0.009883813498152982,-0.5002559218885461,35.89181510334764,2.861376587911964,-33.03043851543568,3.3293111324310303,0.08164834976196289,-3.2476627826690674
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,42,527.5102930435272,2.43420694552697,-525.0760860980002,217.46156216955296,1.431768566636444,-216.02979360291653,8.36562728881836,0.007212281227111816,-8.358415007591248
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,43,0.007954861020798202,0.0034557313053247543,-0.004499129715473448,1.7908685268973505,1.6171334225513845,-0.17373510434596606,0.44611406326293945,0.022085487842559814,-0.42402857542037964
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,44,0.35174033499953844,0.008888249397776608,-0.34285208560176184,529.0267211974484,12.326237263364757,-516.7004839340836,9.530542373657227,0.12477970123291016,-9.405762672424316
2dof_sinusoidal_L50_N100_seed10,2dof,sinusoidal,50,100,10,45,0.105400172008764,0.007804588877889926,-0.09759558313087408,174.2574800332996,0.6824717275831917,-173.5750083057164,5.101011276245117,0.05747556686401367,-5.0435357093811035
