system,policy,length,n_samples,all3_win_rate,ratio_nmse_q_mean,ratio_nmse_q_std,imp_nmse_q_mean,imp_nmse_q_std,ratio_nmse_p_mean,ratio_nmse_p_std,imp_nmse_p_mean,imp_nmse_p_std,ratio_hamres_mean,ratio_hamres_std,imp_hamres_mean,imp_hamres_std
3dof,spline,200,100,0.68,2.5131056149512214,6.3792198092777594,0.68,0.46882617226215073,0.32445571853460636,0.8627628107587152,0.96,0.19694638556693236,0.224411586958577,0.2209527959277987,1.0,0.0
3dof,spline,250,100,0.56,9.431250506612885,50.91949197327769,0.59,0.49431107042371053,0.6525108059742086,0.8784525972154491,0.86,0.34873508801977693,0.2094511952152762,0.22647490176136648,1.0,0.0
3dof,spline,300,100,0.68,1.5842771603245398,3.3663578649736055,0.75,0.4351941398892445,0.6840269726394352,1.4892118268910186,0.86,0.34873508801977693,0.21084190939770742,0.23178871564959908,1.0,0.0
3dof,spline,350,100,0.7,2.5018550321079847,12.157719476059567,0.74,0.4408440022768081,0.7445241215740165,2.0397950810593772,0.87,0.33799766898963113,0.26952197859986,0.26868334867758015,1.0,0.0
3dof,spline,400,100,0.73,1.9756866260724624,7.182331839168338,0.78,0.41633319989322654,0.564471941268613,0.8909514229193629,0.85,0.35887028128263665,0.22292544179197146,0.21446472189507718,1.0,0.0
3dof,spline,450,100,0.63,3.1397931078293397,10.674275530298015,0.66,0.47609522856952335,0.9616911424349355,1.8855945232845241,0.78,0.4163331998932266,0.19314389011740896,0.224729263714737,1.0,0.0
3dof,spline,500,100,0.68,1.8464045953620198,5.2760116343126,0.73,0.4461960433384736,1.0569138020416997,2.302096280387818,0.79,0.40936018074033237,0.2262822377168895,0.19242588003786018,1.0,0.0
3dof,spline,550,100,0.52,3.79989185292216,14.224915767802484,0.61,0.49020713000019733,1.9587749315281124,4.328306287818648,0.69,0.4648231987117318,0.25935197750782835,0.22132241364795832,1.0,0.0
3dof,spline,600,100,0.64,2.7882101031341957,9.578339260457067,0.7,0.4605661864718383,1.3375404114697842,2.667966712348557,0.78,0.4163331998932265,0.30562505747556357,0.2507732666087769,1.0,0.0
3dof,spline,650,100,0.6,1.5741041157690148,2.876668733730201,0.66,0.4760952285695233,1.3796768088722797,2.5952177240954426,0.69,0.4648231987117317,0.30806935673444924,0.25917633176528315,0.99,0.09999999999999999
3dof,spline,700,100,0.59,1.8200536452975933,4.271842955779855,0.68,0.46882617226215073,1.5457480025995418,2.9211311367111947,0.67,0.47258156262526074,0.3429647462461131,0.2399165628664416,1.0,0.0
3dof,spline,750,100,0.46,4.637103881250571,21.662563771936068,0.49,0.5024183937956914,11.607030683537474,102.02622711505376,0.63,0.48523658709390977,0.2899757001104229,0.23417407893781558,0.98,0.1407052941362897
3dof,spline,800,100,0.53,1.1968955494365756,1.7778787918748586,0.59,0.4943110704237104,1.0199250238034,1.1455839862199408,0.65,0.47937248544110217,0.3109035476342693,0.25594187611516195,1.0,0.0
3dof,spline,850,100,0.46,2.439724998895508,7.196606938541967,0.56,0.498887651569859,1.4629598762693428,2.2095472662007425,0.58,0.49604496374885826,0.32417920082821605,0.23305217858723365,1.0,0.0
3dof,spline,900,100,0.55,2.378893366994248,6.987989427824258,0.63,0.48523658709390977,4.006039968739509,28.072391058029105,0.64,0.48241815132442173,0.37441836385040356,0.23294432531897324,1.0,0.0
3dof,spline,950,100,0.52,1.9408829386814799,4.53509341941398,0.61,0.4902071300001972,1.5726906750569065,5.649426800652171,0.64,0.48241815132442184,0.37590812165077964,0.24087293556475278,1.0,0.0
3dof,spline,1000,100,0.53,1.0021130043261166,0.9950906620562202,0.66,0.47609522856952324,1.098082869917887,1.3580574487679744,0.63,0.4852365870939099,0.3712973962697893,0.24820734877216694,1.0,0.0
3dof,zero,50,100,0.77,2.3408099653353487,8.5760165182052,0.79,0.40936018074033237,3.855467971019432,35.72433861933693,0.98,0.14070529413628968,0.23387533111571338,0.24997887609609362,1.0,0.0
3dof,zero,100,100,0.64,7.5133167355123724,28.952005385208363,0.66,0.47609522856952324,0.18271108183068457,0.25738033192802107,0.98,0.1407052941362897,0.18863400393570312,0.2263947673256573,1.0,0.0
3dof,zero,150,100,0.61,2.6697910454342115,10.512617192472542,0.64,0.48241815132442173,0.17196600423176758,0.24603260758816645,0.97,0.1714466079977653,0.15661912884993648,0.20475106216495584,1.0,0.0
3dof,zero,200,100,0.66,3.217335184008006,10.669431996684937,0.69,0.4648231987117317,0.5145900033468841,1.6982825328746225,0.93,0.2564323999762428,0.19038981489981296,0.22519402940636327,1.0,0.0
3dof,zero,250,100,0.58,34.69573829482713,217.62163582849317,0.6,0.49236596391733095,0.7273065699044173,2.8975239376704107,0.92,0.2726599243442907,0.19848093714767048,0.22461040321457126,1.0,0.0
3dof,zero,300,100,0.65,4.339653165743167,14.97714476633849,0.68,0.4688261722621506,0.4156960785944706,0.7712411003827435,0.89,0.3144660377352201,0.16490142106561123,0.21108525316967497,1.0,0.0
3dof,zero,350,100,0.53,2.335917768114616,5.789233515398349,0.64,0.48241815132442173,0.9551283327265927,2.3871972600574054,0.81,0.3942772444036626,0.2735830324862763,0.3044695678660896,1.0,0.0
3dof,zero,400,100,0.62,4.726171417092655,35.95064603063799,0.7,0.4605661864718382,1.1476142029349807,6.136261334208616,0.84,0.3684529491774707,0.18251264195735714,0.22661211303921544,1.0,0.0
3dof,zero,450,100,0.68,1.843411978950686,4.89535684605098,0.71,0.45604802157206875,0.8793840774873908,2.4636538490777173,0.87,0.3379976689896312,0.1736290981326959,0.21428769519622148,1.0,0.0
3dof,zero,500,100,0.61,4.336672025347491,16.71069425175827,0.67,0.4725815626252609,1.270280719809021,4.380757568935779,0.79,0.4093601807403323,0.18070040005023544,0.19036112769643207,1.0,0.0
3dof,zero,550,100,0.59,7.911453219511006,49.53012481213103,0.64,0.48241815132442173,21.19954335257512,196.80620249931576,0.75,0.4351941398892446,0.22490831356300395,0.26600399788036216,1.0,0.0
3dof,zero,600,100,0.62,8.192151629427844,33.21255184925601,0.67,0.4725815626252609,1.5972907049937846,4.50428631794846,0.77,0.42295258468165076,0.25578098534231514,0.2392856461766093,1.0,0.0
3dof,zero,650,100,0.66,1.926919386936251,6.1722231672743835,0.75,0.4351941398892446,1.8580750690474523,6.0518037609305,0.78,0.4163331998932266,0.2423903122064452,0.24915573358295515,0.99,0.1
3dof,zero,700,100,0.57,2.458175927967314,8.178866482351015,0.66,0.47609522856952324,13.218883392176197,119.34713887119507,0.68,0.4688261722621506,0.2940356762979104,0.25715935391209593,1.0,0.0
3dof,zero,750,100,0.63,9.00825526944143,55.3409441870705,0.66,0.47609522856952335,3.321676193739321,12.34535622585424,0.7,0.46056618647183845,0.2801237512862836,0.24835019955569795,0.99,0.09999999999999999
3dof,zero,800,100,0.59,1.6523333122216293,3.5312279083989204,0.67,0.4725815626252608,1.1877883038851151,2.1868449838896438,0.67,0.4725815626252609,0.25505218347644876,0.24060640275242498,1.0,0.0
3dof,zero,850,100,0.64,1.3471644800066662,3.115173077935762,0.69,0.4648231987117318,1.4206618283788708,3.430881517486928,0.74,0.44084400227680803,0.26362976765225266,0.2320862492028974,1.0,0.0
3dof,zero,900,100,0.58,9.421179937271658,65.7981103720259,0.64,0.4824181513244217,3.0048866362320017,10.87474766657109,0.71,0.4560480215720686,0.28061023497115123,0.24108532271356012,1.0,0.0
3dof,zero,950,100,0.58,1.2593921475979994,1.8131272942665289,0.68,0.46882617226215073,1.2722638594606983,2.037174598203972,0.65,0.4793724854411023,0.32540751571161997,0.2494208269513921,1.0,0.0
3dof,zero,1000,100,0.53,1.089808073332541,1.352823007494639,0.65,0.4793724854411023,1.1836425028761954,2.4961611760332576,0.73,0.44619604333847374,0.32751884931874853,0.2834149376823965,0.99,0.1
