system,policy,length,n_samples,all3_win_rate,ratio_nrmse_q_mean,ratio_nrmse_q_std,imp_nrmse_q_mean,imp_nrmse_q_std,ratio_nrmse_p_mean,ratio_nrmse_p_std,imp_nrmse_p_mean,imp_nrmse_p_std,ratio_hamres_mean,ratio_hamres_std,imp_hamres_mean,imp_hamres_std
3dof,sinusoidal,1000,100,0.63,0.8582567671528736,0.42679402128650096,0.7,0.46056618647183817,0.8492328761672124,0.3685044209556785,0.75,0.4351941398892447,0.32825744462542383,0.2732057618918448,0.98,0.1407052941362897
3dof,spline,50,100,0.79,0.7859725122792013,0.6264742470022255,0.8,0.4020151261036848,0.4719274088316287,0.26069941042785105,0.99,0.1,0.2481292737029911,0.2656637531768564,0.99,0.1
3dof,spline,100,100,0.74,0.8760765861995213,0.9919170902611841,0.76,0.42923469599092784,0.37674677499917975,0.28033011989263823,0.95,0.21904291355759034,0.21841192152588956,0.21878782486822704,1.0,0.0
3dof,spline,150,100,0.65,1.0086602497809058,1.4238337451761862,0.7,0.4605661864718383,0.4461632655738061,0.3395350807909479,0.94,0.23868325657594208,0.2498106507733026,0.2742639110730107,0.98,0.14070529413628968
3dof,spline,200,100,0.72,0.9285039303654944,0.9483763064554951,0.72,0.45126085985421305,0.4455703367156595,0.312373133262174,0.95,0.2190429135575904,0.224411586958577,0.2209527959277987,1.0,0.0
3dof,spline,250,100,0.57,1.3232495282717978,1.8665859366247897,0.6,0.49236596391733106,0.6754611080374829,0.369818240209813,0.87,0.3379976689896311,0.2094511952152762,0.22647490176136648,1.0,0.0
3dof,spline,300,100,0.69,0.843729509026751,0.743738634134045,0.75,0.4351941398892447,0.6255259493358394,0.4557102208763866,0.87,0.337997668989631,0.21084190939770742,0.23178871564959908,1.0,0.0
3dof,spline,350,100,0.71,0.8633603757405222,0.8636166695276278,0.72,0.451260859854213,0.6380245392387993,0.47490709046303053,0.87,0.33799766898963113,0.26952197859986,0.26868334867758015,1.0,0.0
3dof,spline,400,100,0.75,0.81786389857218,0.9530688658741587,0.78,0.4163331998932266,0.6005283725299401,0.42442166132047704,0.87,0.3379976689896311,0.22292544179197146,0.21446472189507718,1.0,0.0
3dof,spline,450,100,0.66,1.0415292934729972,1.2284656224410624,0.67,0.47258156262526085,0.743891674684762,0.5374611426984799,0.81,0.3942772444036625,0.19314389011740896,0.224729263714737,1.0,0.0
3dof,spline,500,100,0.66,0.8797134506719072,0.8000101649424123,0.73,0.44619604333847374,0.7779656533478785,0.5655879974049668,0.77,0.42295258468165065,0.2262822377168895,0.19242588003786018,1.0,0.0
3dof,spline,550,100,0.6,1.127482835251695,1.2731514969771702,0.66,0.47609522856952324,0.9641165722055888,0.8627036089762244,0.72,0.45126085985421294,0.25935197750782835,0.22132241364795832,1.0,0.0
3dof,spline,600,100,0.69,1.030015003147731,1.071127965869598,0.74,0.4408440022768081,0.8535105820664178,0.6775906316444287,0.79,0.40936018074033237,0.30562505747556357,0.2507732666087769,1.0,0.0
3dof,spline,650,100,0.64,0.9330371402817401,0.7246256110695427,0.67,0.47258156262526074,0.9019916003453171,0.6752222757769726,0.7,0.4605661864718383,0.30806935673444924,0.25917633176528315,0.99,0.09999999999999999
3dof,spline,700,100,0.59,0.9590625420099799,0.7881418728825905,0.67,0.47258156262526085,0.9437382316915739,0.7572807972992355,0.67,0.47258156262526085,0.3429647462461131,0.2399165628664416,1.0,0.0
3dof,spline,750,100,0.49,1.208050165563518,1.5079860325061234,0.51,0.5024183937956914,1.1862234245921346,2.337676580006189,0.65,0.4793724854411023,0.2899757001104229,0.23417407893781558,0.98,0.1407052941362897
3dof,spline,800,100,0.54,0.9546423345428626,0.5122996603592842,0.62,0.4878317312145635,0.8978646424704609,0.4030899069895357,0.65,0.4793724854411023,0.3109035476342693,0.25594187611516195,1.0,0.0
3dof,spline,850,100,0.48,1.1475413104760228,0.8009376886662464,0.56,0.49888765156985876,1.0185503300916312,0.5330099777932406,0.58,0.49604496374885826,0.32417920082821605,0.23305217858723365,1.0,0.0
3dof,spline,900,100,0.57,1.0767506733986785,0.901128952958961,0.65,0.47937248544110234,1.0511538252895174,1.3319327330392563,0.66,0.47609522856952324,0.37441836385040356,0.23294432531897324,1.0,0.0
3dof,spline,950,100,0.56,1.0183405795110696,0.6260374666148807,0.63,0.4852365870939098,0.9402004135135422,0.6019829783341852,0.66,0.47609522856952335,0.37590812165077964,0.24087293556475278,1.0,0.0
3dof,spline,1000,100,0.58,0.9047868846762956,0.39716246982948317,0.68,0.46882617226215073,0.9346586860918468,0.4037044254933939,0.65,0.47937248544110217,0.3712973962697893,0.24820734877216694,1.0,0.0
3dof,zero,50,100,0.79,0.6860639430054866,0.4858058255346717,0.81,0.3942772444036626,0.6301565646565666,1.5701849884617984,0.98,0.14070529413628968,0.23387533111571338,0.24997887609609362,1.0,0.0
3dof,zero,100,100,0.68,0.9834469283612964,0.983934507166793,0.69,0.4648231987117318,0.3577831793837102,0.2470367301851802,0.98,0.1407052941362897,0.18863400393570312,0.2263947673256573,1.0,0.0
3dof,zero,150,100,0.72,0.9021718330754882,0.9844157348189483,0.73,0.44619604333847374,0.3502750616099164,0.20129276365014098,0.99,0.09999999999999999,0.15661912884993648,0.20475106216495584,1.0,0.0
3dof,zero,200,100,0.7,0.9182985628199378,0.9974972178697301,0.71,0.45604802157206864,0.47451040865953303,0.4165510419075978,0.97,0.1714466079977653,0.19038981489981296,0.22519402940636327,1.0,0.0
3dof,zero,250,100,0.58,1.5001326245640274,2.721521819449079,0.61,0.4902071300001973,0.6005660595031055,0.5425463657280776,0.93,0.2564323999762428,0.19848093714767048,0.22461040321457126,1.0,0.0
3dof,zero,300,100,0.65,1.0349618377343552,1.4110061652916666,0.68,0.4688261722621506,0.5098745541493883,0.3819951857063437,0.89,0.31446603773522014,0.16490142106561123,0.21108525316967497,1.0,0.0
3dof,zero,350,100,0.6,1.0148497841973387,0.9955751597349353,0.69,0.4648231987117318,0.6674717105815975,0.5533245722346177,0.81,0.3942772444036626,0.2735830324862763,0.3044695678660896,1.0,0.0
3dof,zero,400,100,0.64,0.877795215139857,1.413753256399364,0.72,0.451260859854213,0.6355640265564265,0.6997343615921173,0.84,0.3684529491774707,0.18251264195735714,0.22661211303921544,1.0,0.0
3dof,zero,450,100,0.7,0.8523871337585094,0.7953112282695979,0.74,0.440844002276808,0.642428124421936,0.6180842099054191,0.87,0.3379976689896312,0.1736290981326959,0.21428769519622148,1.0,0.0
3dof,zero,500,100,0.64,1.152959351372993,1.7105223363491222,0.7,0.4605661864718383,0.7727678941946843,0.7592585078031109,0.79,0.4093601807403323,0.18070040005023544,0.19036112769643207,1.0,0.0
3dof,zero,550,100,0.6,1.2668452330784137,2.000158888433101,0.64,0.48241815132442173,1.0952727768597523,3.532033184931725,0.76,0.42923469599092795,0.22490831356300395,0.26600399788036216,1.0,0.0
3dof,zero,600,100,0.68,1.2370939629207598,1.9640816836703563,0.72,0.4512608598542128,0.7786428620726018,0.7598733455311767,0.78,0.4163331998932266,0.25578098534231514,0.2392856461766093,1.0,0.0
3dof,zero,650,100,0.65,0.8607467351005931,0.9401069455721871,0.72,0.45126085985421305,0.8202485308492072,0.9530677940922838,0.78,0.4163331998932266,0.2423903122064452,0.24915573358295515,0.99,0.1
3dof,zero,700,100,0.6,1.0209199340467803,1.0812747393657094,0.69,0.4648231987117318,1.0303680002808258,2.340724249332778,0.7,0.46056618647183817,0.2940356762979104,0.25715935391209593,1.0,0.0
3dof,zero,750,100,0.62,1.3215828722171858,2.303008591941199,0.66,0.47609522856952335,1.0508995487879376,1.2249293805994912,0.7,0.46056618647183833,0.2801237512862836,0.24835019955569795,0.99,0.09999999999999999
3dof,zero,800,100,0.59,0.9640198323769136,0.7304015686168541,0.67,0.4725815626252608,0.8793209407319234,0.529671637289976,0.7,0.4605661864718383,0.25505218347644876,0.24060640275242498,1.0,0.0
3dof,zero,850,100,0.62,0.8950362579223295,0.6927163811131676,0.67,0.47258156262526085,0.8743224438058573,0.6438035065698122,0.75,0.43519413988924455,0.26362976765225266,0.2320862492028974,1.0,0.0
3dof,zero,900,100,0.58,1.1841669860590165,1.852974578355956,0.66,0.47609522856952335,1.0555863624235124,1.0855305765659364,0.74,0.4408440022768081,0.28061023497115123,0.24108532271356012,1.0,0.0
3dof,zero,950,100,0.58,0.9458291355215073,0.5377243188939912,0.68,0.46882617226215073,0.9160844279588946,0.5327455554672758,0.67,0.47258156262526085,0.32540751571161997,0.2494208269513921,1.0,0.0
3dof,zero,1000,100,0.56,0.8789479993749489,0.4494124553835451,0.68,0.46882617226215056,0.8650978483892087,0.5366677700637036,0.74,0.4408440022768081,0.32751884931874853,0.2834149376823965,0.99,0.1
