combo,system,policy,length,num_samples,seed,ung_nrmse_range_q_mean,ung_nrmse_range_q_std,ung_nrmse_range_q_p25,ung_nrmse_range_q_median,ung_nrmse_range_q_p75,ung_nrmse_range_q_p99,gui_nrmse_range_q_mean,gui_nrmse_range_q_std,gui_nrmse_range_q_p25,gui_nrmse_range_q_median,gui_nrmse_range_q_p75,gui_nrmse_range_q_p99,d_nrmse_range_q_mean,d_nrmse_range_q_std,d_nrmse_range_q_p25,d_nrmse_range_q_median,d_nrmse_range_q_p75,d_nrmse_range_q_p99,ung_nrmse_range_p_mean,ung_nrmse_range_p_std,ung_nrmse_range_p_p25,ung_nrmse_range_p_median,ung_nrmse_range_p_p75,ung_nrmse_range_p_p99,gui_nrmse_range_p_mean,gui_nrmse_range_p_std,gui_nrmse_range_p_p25,gui_nrmse_range_p_median,gui_nrmse_range_p_p75,gui_nrmse_range_p_p99,d_nrmse_range_p_mean,d_nrmse_range_p_std,d_nrmse_range_p_p25,d_nrmse_range_p_median,d_nrmse_range_p_p75,d_nrmse_range_p_p99
2dof_zero_L50_N100_seed10,2dof,zero,50,100,10,0.2142560261782978,0.15876962036142306,0.11111481349573173,0.1728605346811534,0.27677627202858845,0.7563423937982264,0.04461527190242129,0.041199431559491205,0.018088759026833864,0.0331954579996718,0.04989096079856714,0.21388117412138868,-0.16964075427587655,0.13290050711682092,-0.23932681332108785,-0.13460012519051906,-0.08730732735306138,-0.0028776116674844514,5.767427384829961,3.0011155923346613,3.5889295606490785,5.110438612286058,7.096743633440667,14.51293859131503,0.848255009285035,0.4427597752487735,0.5240863773969289,0.7859391817970257,1.059153277527353,2.293546547403194,-4.919172375544926,3.0304220186177995,-6.333879324729273,-4.355264609889328,-2.6991750821612763,-0.29694964235738397
2dof_zero_L100_N100_seed10,2dof,zero,100,100,10,0.06552327425015186,0.05879005760356552,0.03139298001846588,0.04685180085666508,0.07769368628699248,0.3431131341957225,0.028507762461933032,0.028247075224983733,0.01465755366647047,0.022223886244421676,0.03229948557861659,0.12573514977590133,-0.03701551178821883,0.0430210959675125,-0.048339136781223556,-0.025729833109269365,-0.012864080199557548,0.009906609073596256,2.283366958221314,1.0617324585898889,1.4457907783931863,2.0608151272339343,2.7910989350656332,4.827178735697438,0.6268846895179209,0.38908600951823125,0.36830811401103775,0.49960926983424436,0.8040702613924431,1.9168367112961853,-1.6564822687033933,1.0034513536674197,-2.270725750528048,-1.4671930790266785,-0.9695706542108086,0.1373430527702397
2dof_zero_L150_N100_seed10,2dof,zero,150,100,10,0.05158204275564968,0.05803720250928902,0.01916161801101124,0.03133312921126846,0.05569826034465116,0.2652250408745602,0.021592616412213054,0.021321012420863407,0.009892086480241098,0.01465913140153341,0.02453454046434056,0.09682503605135805,-0.029989426343436633,0.04442995984921199,-0.031836894799629284,-0.015451752038489561,-0.006845542687824262,0.006677018297448032,2.2988110769803725,1.3234950989852445,1.3499562277780175,1.961388606783888,2.876230880887654,6.136308947980904,0.7684881988591721,0.4431373318766182,0.4233188042032247,0.676236719242443,1.0104058765192816,2.0149541502145807,-1.5303228781212004,1.1224650395919336,-1.9289181933196318,-1.270067557381038,-0.7952804290243021,-0.011878210331476333
2dof_zero_L200_N100_seed10,2dof,zero,200,100,10,0.04946263792009321,0.07018804047431959,0.01278796436895334,0.02411057467919465,0.047378200107860924,0.344054648506216,0.02402092883222338,0.03335429562686462,0.007695302860866701,0.010663362731486329,0.02118193116356223,0.14348219864662456,-0.025441709087869843,0.05165254528650351,-0.024319194940845962,-0.010825329662730905,-0.0039172186086007385,0.03154317788199991,2.367446365699143,1.6024298032597033,1.136393440237531,2.0303353789340326,3.144176401642911,7.829246545307033,0.8839709533999369,0.5257048332651965,0.5030626463145539,0.7708565513715122,1.0566370198294859,2.441684921977363,-1.4834754122992053,1.4573301712168998,-1.9911224116067516,-1.1152276838982456,-0.4255331342516478,0.05687846284311794
2dof_zero_L250_N100_seed10,2dof,zero,250,100,10,0.036775073760572353,0.0336954654435853,0.016277981159493984,0.02837479691057928,0.043257733965533646,0.17998966657565957,0.019019001094534697,0.019869579225655708,0.008145159889348658,0.012293708588764257,0.01986477112234055,0.10109461026355987,-0.017756072666037657,0.023248315881285342,-0.022593968282563052,-0.012489034327925218,-0.0058217827096002615,0.01967541732053291,2.975838346755109,1.8280043524884046,1.8522884064928147,2.522290254520997,3.4886395005177886,10.067690770897197,1.1776805349009571,0.7113953791281481,0.6172878797428085,1.079806267317093,1.4675065941927623,3.443787076463112,-1.7981578118541515,1.638820313435242,-2.4531709932057018,-1.4929863392583789,-0.8022728676721765,0.25261931323758563
2dof_zero_L300_N100_seed10,2dof,zero,300,100,10,0.04520237113772709,0.08149848205662569,0.013116914404368425,0.021746340105579638,0.03976035752047398,0.40668498272833664,0.023250967439382084,0.03592685548484288,0.007127798874139617,0.012100595970528476,0.02178248051777132,0.20191800553616354,-0.021951403698345,0.048794959064017485,-0.01919934424154818,-0.008711501977052363,-0.003723488752312528,0.00515043183162755,2.956961696094482,1.8084405803482826,1.7470105129494384,2.6090700202393258,3.587522506066243,10.21114280978196,1.486794661271905,1.0671274002909352,0.7363856523637962,1.1218882463308844,1.9640383498638792,4.743573874288301,-1.4701670348225762,1.5137256745204979,-2.0471946439410633,-1.1897147049677048,-0.5877156190475793,0.5134252266344904
2dof_zero_L350_N100_seed10,2dof,zero,350,100,10,0.03680202565231844,0.041109178069772524,0.013776427059467754,0.024017268742343195,0.04402919659260425,0.17991379795789544,0.020208381041368007,0.02185628293170055,0.007691416186560608,0.01261082428745598,0.02589504919694184,0.07242094989889299,-0.01659364461095043,0.024889216543912802,-0.018165454173077435,-0.009323622380928685,-0.004112464548002868,0.007152588025516307,3.106616991853701,1.771914465309918,1.9188746727419208,2.7071362580582647,4.0327478816844335,8.014637347184554,1.418262857486187,0.8504425909923599,0.8223618689629902,1.200360096065566,1.8900489326580883,3.5152093682685415,-1.6883541343675141,1.5205366111503937,-2.456306269240807,-1.2763047278304906,-0.611172029651299,0.7034350693835091
2dof_zero_L400_N100_seed10,2dof,zero,400,100,10,0.03872774851646333,0.0608829568265586,0.012119032772306528,0.018319241200384875,0.0344872842019793,0.337738888513001,0.02265675777780004,0.036358589723532626,0.006639181165076075,0.011530961373050898,0.02154982812283804,0.2050411784448252,-0.016070990738663297,0.027484467388706326,-0.014470879430428784,-0.006651673462055071,-0.0032376292897699456,0.0028556546551126755,3.3535432206026714,1.7725548410829794,1.8379062285997403,3.2161600033973192,4.30630429906975,7.974163499460278,1.8557269629685933,1.1920867931597874,0.9665091021119634,1.4768902884315216,2.746042774813655,5.647364101754175,-1.4978162576340779,1.3863418375004168,-2.4639288855675057,-1.2293143219558742,-0.5401282661852627,0.802368082275525
2dof_zero_L450_N100_seed10,2dof,zero,450,100,10,0.05924006513912107,0.0868849158248526,0.015039428670931863,0.024964692095885727,0.05886268414037322,0.44049397543798097,0.03495741136523259,0.04929154507946838,0.007839241978386011,0.015879847392434178,0.03329561327129162,0.20134822899819127,-0.024282653773888482,0.04859745682021799,-0.017920347869329608,-0.008360839585415454,-0.0029690018792931246,0.01228479516718279,4.132937297894214,2.237664955988447,2.473817638788675,3.8085958310944608,5.041579655745423,10.199345736972388,2.2982787588658686,1.6059709223758105,1.1614481839619564,1.906771239426016,3.0222638258710046,7.282751751644033,-1.8346585390283456,1.7805258994749573,-2.7268946045992752,-1.4501851283755416,-0.6823019343313192,0.7256690212614219
2dof_zero_L500_N100_seed10,2dof,zero,500,100,10,0.047049403057802267,0.09746840619898779,0.012940555831782571,0.019795973023545393,0.03353244200005031,0.5144589003772289,0.028353155442436738,0.05037327710129608,0.007746862378275981,0.012607814535480011,0.02760030698585376,0.16219451165394067,-0.018696247615365542,0.06412656495661229,-0.011539432494991663,-0.005970170582499252,-0.002279735203936769,0.008437427947517484,4.071634148486222,2.151264656009946,2.39372157668552,3.5662862708768315,5.351367553736338,9.29911667749839,2.448544174186076,1.6075284161367918,1.1010583654523503,2.281840336169789,3.2789510967486244,7.668136302795874,-1.6230899743001452,1.741732396707726,-2.419260269430725,-1.277592983418264,-0.5026430223271641,1.5419323770013706
2dof_zero_L550_N100_seed10,2dof,zero,550,100,10,0.04676585759593738,0.10107581636687665,0.011856272093747006,0.01833027507437607,0.0385527711209899,0.5281183406334395,0.03313774246781261,0.08360576010494718,0.007901991618046566,0.011593757610661497,0.02571559276930907,0.350782236074582,-0.013628115128124754,0.027463669192784597,-0.014673511252776082,-0.006607866240934615,-0.00214644333977048,0.027491471759943115,4.154346648713702,2.1251776942903824,2.586234128999493,3.672073642149561,5.4828092158949735,11.329856387772855,2.485986783680611,1.62125503122429,1.139823451831378,2.1189386501241216,3.6697014377455326,6.569487874081609,-1.66835986503309,1.7701183262096067,-2.655962112765046,-1.1417574301004643,-0.4367308730720733,0.6634072160534356
2dof_zero_L600_N100_seed10,2dof,zero,600,100,10,0.0439849606819374,0.06458516081269283,0.011777653412355633,0.019641000736574134,0.044777857648467104,0.3367439905087988,0.03295554925667704,0.0710898598801019,0.007408742903823067,0.012110009602187478,0.02838943278559714,0.30460370290840816,-0.011029411425260358,0.026468906587876963,-0.015381735424594496,-0.005890820353789655,-0.00189278864148577,0.008643021394447186,4.459908996064147,2.2772099586809964,2.6467233112241937,4.2775490488504015,5.676208109525061,10.904833459879846,2.7819775359913415,1.673430357800165,1.4834758129699743,2.4813771695870503,3.8856183639811084,5.963839772807143,-1.6779314600728057,1.6891798291270048,-2.552131488078751,-1.3040770443267868,-0.4543130380003989,0.7952512002074241
