trajectory_length,unguided_mse_qpos_mean,unguided_mse_qpos_std,unguided_mse_mom_mean,unguided_mse_mom_std,unguided_mse_total_mean,unguided_mse_total_std,unguided_mse_energy_mean,unguided_mse_energy_std,guided_mse_qpos_mean,guided_mse_qpos_std,guided_mse_mom_mean,guided_mse_mom_std,guided_mse_total_mean,guided_mse_total_std,guided_mse_energy_mean,guided_mse_energy_std
800,0.004753423089608538,0.015702762473697524,0.051169497186494,0.11009037448725731,0.055922920276102545,0.1200057020130689,0.06345693,0.3851069,0.004457208762131073,0.014354672534193187,0.04817812389474026,0.10804751954666839,0.052635332656871335,0.11785219278901878,0.052805886,0.32515758
850,0.0077622232330796575,0.04243546241916638,0.0966781226380126,0.3009378493417521,0.10444034587109226,0.32440053879089015,0.12260372,1.111424,0.006159623616382752,0.025500119674065208,0.08215315809954182,0.21179521995427517,0.08831278171592458,0.22610635760997524,0.098466165,0.7770628
900,0.013442056557710882,0.06794326713874642,0.1429124579794984,0.45854826431100154,0.1563545145372093,0.5054054392063334,0.16172127,1.3005586,0.011532430132882,0.05805947601376454,0.1321247947861595,0.47515572126517164,0.14365722491904148,0.5164671795949629,0.12227219,0.7693307
950,0.012132858807292894,0.049938245462565166,0.1843878303509522,0.5822835850715757,0.19652068915824505,0.6022606920819321,0.18756856,1.5306126,0.01146872853722608,0.050166259701084105,0.17327658499109252,0.6352167505105041,0.1847453135283186,0.6550956859096777,0.23789912,2.1441457
1000,0.02230655316058512,0.078496891840665,0.3581766094512126,1.0165903099443396,0.3804831626117977,1.0616596149332167,0.24331962,0.98685086,0.02086526200871789,0.07767023503267187,0.31769442739292275,0.8814396031097297,0.33855968940164066,0.9225240983439691,0.25340518,1.8980815
1050,0.017197786885101835,0.05176168882712346,0.3337233714461365,0.6647571375854279,0.35092115833123844,0.6990472396164037,0.26107433,1.0651639,0.015529486486375473,0.049062864403419185,0.3116056474566001,0.634905262184451,0.3271351339429756,0.6659642895121344,0.23892607,1.0629154
1100,0.028196922169704087,0.0954241648626282,0.5222136628457675,0.9520768382716824,0.5504105850154716,1.0125483223782559,0.29188955,0.87224394,0.026142753265279768,0.09867988569763303,0.4795472912735741,0.8586552729470227,0.5056900445388539,0.9219551058067234,0.2600259,0.65267557
1150,0.03422087037189739,0.07868943287100436,0.8031701539882892,1.4105174971701544,0.8373910243601865,1.460225063212263,0.43689194,1.2369847,0.03165832091690502,0.07508100583495972,0.763758711857259,1.3478405429991624,0.795417032774164,1.3961633823509012,0.40854636,1.1410842
1200,0.04818677530799691,0.08814125552295747,1.225602971772915,1.70090168580539,1.273789747080912,1.7675072125499824,0.66433793,1.4726778,0.045328053905725994,0.08399236769822481,1.1593688997596305,1.6079112635345845,1.2046969536653565,1.6727159551325113,0.6164872,1.3329558
1250,0.07761456893650633,0.14700588494198064,2.002486860783931,2.566248910178675,2.0801014297204374,2.669491799273408,1.165603,2.2815363,0.07249865326500782,0.13845350354266148,1.8851237595560086,2.395625023364622,1.9576224128210167,2.4877265103885944,1.0621448,1.8912708
1300,0.10984075268577564,0.1865623428993421,2.90571789294543,3.61649171820889,3.015558645631206,3.75769591500981,1.693398,2.540453,0.10300988314534097,0.17741383243281159,2.740332915081376,3.37758149446752,2.8433427982267165,3.5114841435372726,1.5774934,2.3424351
1350,0.15658969053876204,0.2424663834448368,4.188151993516575,4.994763880267118,4.344741684055338,5.190074206908161,2.4644604,3.5939784,0.14242899307440876,0.22281740672209735,3.911607000889978,4.611000019052307,4.054035993964387,4.787180108389056,2.372122,3.468867
1400,0.20171348868884928,0.28837725674973386,5.411944984768268,5.844448663072334,5.613658473457118,6.068404136557148,3.2836323,4.633788,0.18877326931243532,0.25440864427129806,5.216514656982965,5.643534146411707,5.405287926295401,5.85391007924466,3.2259226,4.713602
1450,0.2661134952847501,0.50872401625396,6.7402068884361945,6.902113233642766,7.006320383720943,7.205145105795247,381.31952,11934.832,0.24209403636924673,0.33075559939680993,6.482124234037062,6.713226975569476,6.724218270406309,6.978393836672902,3.6203437,5.2848096
1500,0.29553230283451526,0.39234829738724014,7.768221092328398,7.390444658635075,8.063753395162914,7.708626614726189,4.7105694,8.888782,0.2667654080507218,0.3467441939671259,7.305092018220834,7.151397616101269,7.5718574262715554,7.445554015455643,4.402148,7.6903057
