trajectory_length,unguided_mse_qpos_mean,unguided_mse_qpos_std,unguided_mse_mom_mean,unguided_mse_mom_std,unguided_mse_total_mean,unguided_mse_total_std,unguided_mse_energy_mean,unguided_mse_energy_std,guided_mse_qpos_mean,guided_mse_qpos_std,guided_mse_mom_mean,guided_mse_mom_std,guided_mse_total_mean,guided_mse_total_std,guided_mse_energy_mean,guided_mse_energy_std
550,0.001322002014133376,0.004390675577346486,0.00792959475924371,0.018641292083081108,0.009251596773377085,0.021686376421351756,0.11989714,1.5213261,0.0010794046559934347,0.0033225835106911188,0.006780174772961691,0.015732807039498045,0.007859579428955125,0.017999776490203984,0.052837312,0.5028237
600,0.0013249872371624495,0.004518467784954803,0.010664857121790132,0.03803907367413853,0.01198984435895258,0.041744831786423214,0.092696175,1.477394,0.0011347403946084414,0.003444714898403229,0.009292343376688486,0.029215887716212235,0.010427083771296926,0.031871058816843864,0.053394508,0.520705
650,0.0013466643252767621,0.0038350526078659635,0.013915682586354566,0.03938815548784973,0.015262346911631326,0.04217490646396812,0.10222744,1.2374845,0.0011952890277896822,0.004182945733358908,0.01229605531103352,0.03416136710062469,0.013491344338823203,0.03752859053397258,0.07507604,0.9258696
700,0.002034801544208948,0.005486702375263657,0.023887512257718402,0.05708694745794107,0.025922313801927353,0.06147013135183709,0.09201495,1.1833966,0.0019722301789612848,0.0064920236970616736,0.022071534141626777,0.05051569039384211,0.024043764320588062,0.055476948275135704,0.048387825,0.4155428
750,0.004113285161067995,0.012605315376649802,0.04489589629801126,0.11569973215181704,0.04900918145907925,0.12471317787428826,0.053566538,0.41153082,0.003739216351659491,0.012431479776382254,0.03959412151885743,0.10633271067613745,0.04333333787051693,0.11500168299373723,0.04747497,0.282454
800,0.004619291969553876,0.027545310194351563,0.053979106252236106,0.18774255884128946,0.05859839822178998,0.20552318053141133,0.07632319,0.54148334,0.0044631599338394515,0.023645148120028443,0.05382019208151071,0.20478984440328732,0.058283352015350176,0.2191836206860654,0.0691273,0.40587768
850,0.006044838715965867,0.03185733746191645,0.08022631808815958,0.32660396252194746,0.08627115680412545,0.3410479909097567,0.11024956,0.89530826,0.005198985896986718,0.02458872583051217,0.06930701246789636,0.18999800024343222,0.07450599836488307,0.20075931479283363,0.08241667,0.5448644
900,0.009273104314740077,0.042770177623691175,0.12370881167579886,0.44145799922214707,0.13298191599053893,0.4604309118142239,0.15651944,1.1902561,0.00844312154002111,0.040863759542967136,0.11377161603990188,0.4113289860740952,0.122214737579923,0.428768779185597,0.12935993,0.86281824
950,0.013745524574636854,0.05291153323094176,0.20462534836652452,0.6647674386950596,0.21837087294116134,0.703704131736573,0.15588973,0.7362887,0.013060621735824493,0.049618051694648356,0.19250991317751573,0.5819093380228655,0.2055705349133402,0.615557342824685,0.21107039,1.6888068
1000,0.015997087628071303,0.051850331932765094,0.3299868023085496,1.2198917144120598,0.34598388993662094,1.2544658832862448,0.25217032,1.2522571,0.015370633835814012,0.04989785946661056,0.31296294928206875,1.2007691902505255,0.3283335831178827,1.2332822943127018,0.33496776,2.6512754
