model,candidate_id,policy,length,seed,med_ung_nrmse_q,med_gui_nrmse_q,med_ung_nrmse_p,med_gui_nrmse_p,ratio_q,ratio_p,prob_q,prob_p
dpf,mode=robust_hamres|steps=50|after=15|before=20|alpha_q=0.005|alpha_p=0.005|trust=0.001|ham_sigma=0.5|ham_delta=2.0,sinusoidal,1000,10,0.2770705934354327,0.2641591151178713,0.159907080186257,0.1544693657859022,0.9534000409156729,0.9659945363643622,0.5833333333333334,0.5833333333333334
dpf,mode=one_step|steps=50|after=10|before=20|alpha_q=0.01|alpha_p=0.01|trust=0.001,sinusoidal,1000,10,0.2770705934354327,0.1615933887034392,0.159907080186257,0.1174091724637984,0.583221000467147,0.7342337332846189,0.8333333333333334,0.75
dpf,mode=robust_hamres|steps=50|after=10|before=20|alpha_q=0.01|alpha_p=0.01|trust=0.0|ham_sigma=1.0|ham_delta=2.0,sinusoidal,1000,10,0.2770705934354327,0.2056699176047554,0.159907080186257,0.14487193357475658,0.7423015017747951,0.9059757291923052,0.75,0.6666666666666666
dpf,mode=robust_hamres|steps=50|after=10|before=20|alpha_q=0.005|alpha_p=0.005|trust=0.0|ham_sigma=0.5|ham_delta=2.0,sinusoidal,1000,10,0.2770705934354327,0.26496535393139997,0.159907080186257,0.15458125796936667,0.9563099087711244,0.9666942688798589,0.5833333333333334,0.5833333333333334
dpf,mode=robust_hamres|steps=30|after=15|before=20|alpha_q=0.005|alpha_p=0.005|trust=0.001|ham_sigma=0.5|ham_delta=2.0,sinusoidal,1000,10,0.2770705934354327,0.2689440703304651,0.159907080186257,0.15690845962836242,0.9706698462503514,0.9812477311548568,0.5833333333333334,0.75
dpf,mode=robust_hamres|steps=50|after=10|before=20|alpha_q=0.01|alpha_p=0.01|trust=0.001|ham_sigma=0.5|ham_delta=2.0,sinusoidal,1000,10,0.2770705934354327,0.1847168818068135,0.159907080186257,0.13611085402902587,0.6666780458961232,0.8511871636358209,0.9166666666666666,0.75
dpf,mode=robust_hamres|steps=30|after=10|before=20|alpha_q=0.01|alpha_p=0.01|trust=0.0|ham_sigma=1.0|ham_delta=2.0,sinusoidal,1000,11,0.23900369539176636,0.17804440839883917,0.08453410331998044,0.08119573898101384,0.7449441654322336,0.9605086680066842,0.9166666666666666,0.6666666666666666
dpf,mode=one_step|steps=30|after=15|before=20|alpha_q=0.01|alpha_p=0.01|trust=0.0,sinusoidal,1000,11,0.23900369539176636,0.15286992005961586,0.08453410331998044,0.0789611809243049,0.6396132068545506,0.9340748623714528,0.75,0.5
dpf,mode=robust_hamres|steps=30|after=15|before=20|alpha_q=0.01|alpha_p=0.01|trust=0.0|ham_sigma=0.5|ham_delta=2.0,sinusoidal,1000,11,0.23900369539176636,0.18312174279281573,0.08453410331998044,0.09139760596195348,0.7661879139259713,1.0811921150448967,0.75,0.5
dpf,mode=robust_hamres|steps=50|after=15|before=20|alpha_q=0.005|alpha_p=0.005|trust=0.0|ham_sigma=1.0|ham_delta=1.0,sinusoidal,1000,11,0.23900369539176636,0.1881732872132332,0.08453410331998044,0.0712333336374722,0.7873237562489829,0.8426579432426003,0.75,0.5833333333333334
dpf,mode=one_step|steps=30|after=15|before=20|alpha_q=0.01|alpha_p=0.01|trust=0.001,sinusoidal,1000,11,0.23900369539176636,0.15286415292582023,0.08453410331998044,0.07896641257702636,0.6395890769607171,0.9341367504440292,0.75,0.5
dpf,mode=robust_hamres|steps=30|after=15|before=20|alpha_q=0.01|alpha_p=0.01|trust=0.001|ham_sigma=0.5|ham_delta=2.0,sinusoidal,1000,11,0.23900369539176636,0.1831129350985783,0.08453410331998044,0.09139533493455923,0.7661510622186242,1.0811652498235829,0.75,0.5
dpf,mode=robust_hamres|steps=50|after=15|before=20|alpha_q=0.005|alpha_p=0.005|trust=0.001|ham_sigma=0.5|ham_delta=2.0,sinusoidal,1000,11,0.23900369539176636,0.17805992404214485,0.08453410331998044,0.08363972079318344,0.7450090834381258,0.9894198614325916,0.75,0.5833333333333334
dpf,mode=one_step|steps=50|after=10|before=20|alpha_q=0.01|alpha_p=0.01|trust=0.001,sinusoidal,1000,11,0.23900369539176636,0.1524730397217528,0.08453410331998044,0.04356262063342002,0.6379526453422589,0.5153259917896779,0.9166666666666666,0.9166666666666666
